area_sqft,coats,location,quality,cost
8092.842964527916,2,0,1,280624.68
9467.047911900841,2,2,0,406422.52
6395.041979773999,2,2,2,674735.5
7754.436776724699,3,0,2,729362.28
7366.7349974452345,3,2,1,732745.53
3796.7942322074837,2,0,1,141393.85
3302.8490306533035,1,0,2,98974.68
1325.201703267999,3,0,2,137355.34
5358.81234757528,2,0,2,335583.44
1571.2896149450216,3,2,1,157934.79
3683.728156793395,3,2,2,583376.08
914.5660984726692,2,1,0,30009.47
3412.9809244908865,3,1,1,264105.04
4129.749663951354,1,1,1,100239.5
8483.097791375221,3,1,1,638149.38
4033.704762500049,2,1,2,353377.75
8399.961004054305,3,1,0,467905.69
9990.304456752028,1,1,1,273916.58
8306.798095817414,2,1,1,426547.57
3154.886439501107,1,0,2,102945.17
6335.388253268714,3,0,0,264751.13
3727.050966275941,3,2,0,278198.35
415.5278495367233,2,1,0,16014.14
4768.634294050896,2,1,1,251386.04
8033.638313529122,3,1,0,419723.72
5932.095235295302,3,2,2,925279.39
4249.478859915877,3,2,1,438181.55
2594.1406446970927,1,1,2,98943.03
2167.956730898049,1,2,2,100784.76
6415.638186280373,3,2,0,430847.87
8442.63894629145,3,2,2,1183179.27
8194.026960692649,1,1,0,133431.79
9778.521904443951,2,0,0,301687.34
8214.351259556224,3,0,0,356204.04
9183.889456588264,1,1,1,262928.96
3854.3274539140666,3,1,2,434479.0
7221.521941440496,1,2,0,170425.51
8624.03462608446,3,2,1,908691.71
6671.5793055898,3,1,2,827188.41
9621.178262310705,1,1,1,244142.36
986.094257370439,2,1,0,33995.1
3778.706523278652,1,2,1,129776.14
6377.468014511808,3,2,1,708204.15
3835.6054348841985,1,2,1,117903.24
8096.445034995144,1,2,0,199468.73
3957.92149136616,3,2,0,272605.99
3501.604437047693,2,2,1,227965.08
443.86626862385083,3,2,2,67095.57
4939.724093028313,3,1,0,287249.75
4974.553316595708,1,0,0,72101.43
8113.254845995115,2,1,2,669244.31
2177.1925811510973,2,1,1,127448.73
9155.570603881248,1,0,2,254253.88
3598.642818357765,3,2,2,564404.43
245.1938790724426,3,0,1,14672.62
1571.3520229950175,2,1,2,124185.0
7521.214795959184,3,1,2,893297.55
8847.130656628153,1,2,1,299112.82
7858.99235746553,2,2,1,522169.24
3524.993956146254,2,1,1,185949.96
9957.91293983812,2,0,1,444172.2
9708.779724496822,3,0,1,631122.39
6923.321983474109,3,2,2,982063.28
5987.781465132312,1,2,1,203166.61
9362.940149829454,1,0,2,309005.16
2274.1329726369436,1,1,0,38345.33
8994.420053059412,2,1,1,481694.49
4116.325305724747,3,2,0,301982.18
1923.5561169097532,1,1,1,49480.94
1248.5271571928306,2,2,0,57252.22
9368.72090191478,1,2,2,475590.16
3102.928719220449,1,2,2,158890.15
7832.641370611856,2,0,1,328962.98
3909.066324736267,2,2,0,194570.4
1529.9590257393675,3,1,2,186834.71
1741.5889821875905,2,1,0,68934.75
5306.790394348505,3,1,2,643566.46
6328.589450717336,1,1,2,254074.61
8698.403805624577,1,2,0,220757.07
8406.738769526837,3,2,2,1255111.01
8825.496951475909,2,2,2,889672.2
420.84904342156915,1,0,2,13474.49
4585.141086343354,1,1,2,193969.81
4320.832370275522,2,1,1,215182.84
8453.639870423136,3,0,0,361649.57
7060.172556276309,3,0,0,329010.53
4711.844033188608,1,1,0,81656.97
5987.02282731817,3,1,1,444654.82
7302.357331321513,3,0,1,475129.4
114.58420257582993,1,2,0,2880.1
4703.160543199579,1,2,0,116170.41
2630.921120108082,2,0,0,75478.87
6977.683389888912,3,2,2,1006498.71
2213.498267409944,3,2,2,367696.91
8668.619525797048,1,0,0,119036.73
7183.910229895948,3,0,1,447268.46
4321.176196545552,2,0,2,281952.24
1523.255547407021,2,2,0,78795.53
3940.1736602035944,3,2,1,422881.23
1570.61224102216,2,1,2,144480.54
4522.984824991134,2,0,1,164419.34
3341.9331683382175,3,2,1,345660.66
6422.01177165986,1,2,2,316913.51
1948.1717503514392,3,1,2,225331.0
8980.549926972815,1,2,2,462942.55
1428.235535201948,1,1,2,58050.83
9192.33705187305,2,2,2,879443.62
5157.955394921288,1,0,2,176785.06
2329.269539584009,2,2,0,123426.87
1865.9091789012311,3,1,0,104128.43
5220.408093384277,1,1,2,217051.05
5060.763244624415,3,1,0,263189.13
4206.86089083704,1,1,0,67449.57
4518.935612408628,1,1,0,79089.11
4464.540653823087,1,1,1,127633.57
8552.616616704525,2,2,2,1001852.6
297.0990113174679,2,0,0,8679.75
3611.742989518315,2,2,1,242153.14
124.03081959379529,1,1,0,2255.03
7530.258756944932,3,0,1,470978.75
201.27283037507158,1,1,1,5380.25
4183.147213582573,3,0,2,352892.94
9186.633963268014,3,2,1,975334.25
8587.168621295898,3,1,1,623507.01
600.1701424215503,2,0,1,26717.66
3393.8538029073243,1,0,1,77420.1
3319.7436087815495,3,2,2,494612.35
1198.8845461926487,2,0,2,78793.34
8761.452590402516,1,2,0,207350.7
7066.522882989152,1,0,0,105142.19
6020.135032680609,2,1,2,450968.71
8494.050395426384,2,1,1,476692.86
9984.817141779475,3,1,1,740135.56
5452.35111519989,3,0,1,330274.46
8374.912252045326,3,0,2,733793.75
6457.8527234243375,1,0,1,124667.11
4136.336916813345,1,1,1,110039.17
8802.341591088252,3,1,2,868442.17
1352.636597676258,3,2,0,98097.96
2469.2559259077566,2,2,1,159366.91
6154.116431749191,2,1,2,455902.5
2925.489946245465,3,0,0,136549.15
4603.3982762069145,2,0,0,133726.2
5743.496553833164,3,2,0,367149.45
6107.671366892966,1,2,2,276451.53
2665.3780136513237,2,1,2,222926.86
1727.3434467125714,3,2,2,255178.82
5131.197769514469,3,1,0,274052.59
5260.816183547138,1,2,1,193671.2
2863.646759608959,2,1,0,116887.23
2452.5321882816847,3,0,1,155374.79
6129.050008874434,1,0,0,96416.48
7293.740935617121,1,1,2,290676.25
5975.63944360816,1,1,1,148208.53
8670.16917924247,3,2,1,978671.15
262.84355860359176,1,2,0,6039.47
719.3143031528464,3,0,0,33955.76
7082.098205959901,1,1,2,299572.14
5730.037349808763,3,0,0,265664.69
2509.108115140948,3,1,2,311773.8
1020.9878867455507,3,2,2,169489.59
5118.22524205207,1,2,2,261613.0
9183.605220328735,3,0,0,338533.52
4467.498990489206,2,1,2,346231.09
3322.943814293128,1,2,2,188091.08
4003.1579207449245,3,0,0,165847.44
5806.048167235876,2,0,0,163034.32
4370.423679649865,3,1,2,476669.9
7464.225278280922,3,0,2,732034.96
9673.096447312282,3,1,1,763554.59
2959.5595664876923,1,0,0,45628.79
9519.788278662923,1,1,0,181457.86
1886.5129315420083,1,2,0,46104.83
9024.188072955005,3,0,2,828288.66
6207.54633374056,3,0,2,611556.89
1176.8414285335803,1,0,0,16786.3
1140.4218174144037,3,0,0,49397.29
9745.478390347798,1,2,0,219808.62
1592.4885409789483,3,2,1,166446.74
431.5527834580511,3,0,2,46413.84
3246.454542961905,1,2,2,167757.65
3072.0863702864667,3,1,0,161321.1
1711.9816061335544,1,2,1,57056.08
8346.784788392872,1,1,2,336154.31
9404.65342099866,1,0,1,207290.14
4484.612532898379,1,0,2,154265.55
5397.464227941106,1,1,2,229970.35
8611.4230440786,1,2,0,214343.77
8146.856241088415,2,2,2,849943.04
9164.841054403243,1,0,0,122930.74
3167.824791629046,3,2,2,508019.59
5694.272150682857,3,0,2,570442.65
9173.191377101231,2,1,0,295365.99
4093.9613760206134,3,1,1,332130.98
883.2841465003838,2,2,0,42983.3
8273.391061203536,1,1,2,355084.33
6983.160515088122,3,1,2,883629.76
3097.099844187046,3,1,1,284883.97
5345.804258564854,2,1,1,279276.04
6727.717998941974,2,0,1,269078.01
2071.94997533061,1,0,1,41605.09
616.5129332044698,2,1,1,31322.0
4101.344753977881,1,0,0,63239.06
459.11289253307046,2,0,1,20097.29
7387.504827392914,2,0,0,225149.91
6615.3556336587035,3,2,0,465189.84
8513.29041074833,2,1,0,327432.1
4392.653716800644,3,0,1,253136.67
7777.292801200497,3,0,2,808590.57
474.86062593154077,1,1,1,12058.32
3688.4211685282175,3,1,0,193767.7
8154.504464517783,1,0,2,257126.2
7065.901278639703,2,0,1,338062.52
1163.4297583005157,2,2,0,60751.52
3520.57650059961,2,1,2,269935.14
9832.1832538611,2,0,1,412657.58
9265.384470233148,1,0,0,131873.78
862.406183528112,3,0,2,77475.2
1003.8458159345452,1,1,1,24764.64
8271.408879315186,1,1,0,159234.43
3961.8634712927997,3,2,2,650173.96
8427.211985415404,1,2,0,209990.2
360.44689209802607,3,2,1,35609.91
851.7548634627773,2,1,0,31579.58
4035.2457074607405,1,0,2,112746.33
5873.499335825769,1,0,0,97758.07
8672.043330706665,3,1,2,1046477.84
4497.08102678764,2,0,1,173925.93
8730.656685181844,2,0,0,252322.57
7979.239570528188,3,2,1,854739.21
1192.1903681343858,3,2,2,166801.5
951.9698998678184,2,2,2,90804.35
1345.1192093507154,1,1,1,35827.13
8662.44713763949,3,1,0,455095.08
5660.713914050458,3,2,1,551936.5
4784.138532604435,1,1,1,120864.03
2435.2075742228426,2,1,0,85740.65
4545.420002496799,2,2,0,216683.32
3061.0749370213375,2,0,1,126682.64
1053.8584283804767,2,0,2,72611.16
5330.196259695985,2,1,1,272276.54
6424.284657730651,1,0,2,187393.41
1927.3039719662122,1,1,2,83500.4
3166.6049337163627,2,1,2,260139.9
2482.590960939632,1,0,0,37083.23
6625.625542579636,3,2,0,451619.09
4065.958949113099,3,1,2,473012.53
7740.976152048648,3,1,0,416446.02
6792.0439178210945,3,0,1,469434.48
5950.395979002654,1,1,1,146286.46
6663.932295179082,3,0,0,283630.04
1661.3394864817853,3,0,1,112006.31
8030.666101999347,1,2,2,436510.83
1172.5964975931206,1,1,2,43341.56
2719.650833234048,2,0,0,79264.43
4125.691452819484,1,2,2,232442.16
1649.3978330884986,3,1,0,83701.56
1054.019841569607,1,2,0,26646.26
6762.499125550293,2,2,2,805848.48
9150.63285648378,2,1,0,321621.21
3608.769598408833,3,1,0,169508.16
3665.6979953605746,2,1,1,193974.81
6600.22761601842,3,0,1,404245.14
7352.506397347535,3,1,0,367699.65
1594.7174248712531,1,1,2,57848.17
168.08196137862768,3,2,2,27746.61
2428.356254120649,1,0,1,53918.99
5965.9561944994475,2,2,0,276260.67
2671.181501644702,2,1,1,133224.94
6104.121477067018,3,1,2,672901.04
7127.549585974072,1,0,0,98369.53
3943.419887154826,3,2,0,293482.56
2057.8663708214085,2,0,2,127160.04
2276.987865726775,1,2,1,80094.93
5083.15858578892,1,1,2,205370.25
3801.774545743257,1,1,0,72036.22
5509.458533956046,2,1,1,302650.22
4671.3931313716375,2,1,0,171931.54
1792.2476279845032,3,0,1,101491.94
6229.846461152222,2,1,2,493210.75
4676.330867678174,1,1,2,181691.49
5661.491434196796,2,2,2,617240.16
5367.956387980522,2,0,2,322347.6
5466.094821962248,1,1,1,148055.62
3997.600018506391,1,2,2,207747.84
2128.0144786342535,1,0,2,63090.84
6623.190812671292,3,0,1,406532.63
8553.945006194908,2,1,2,694151.43
7119.496841725534,2,0,0,201937.6
7245.916680613118,1,2,0,182370.74
8466.236594293829,2,1,0,293712.78
2711.5740647219104,2,1,1,143537.77
2349.907193061334,1,0,1,50183.22
6497.501623759154,2,1,2,559382.41
7033.563112866026,1,1,2,262586.77
6175.433892446424,3,1,2,717827.46
3731.1621144046953,2,1,2,284013.7
6333.360500547449,1,0,1,126730.37
8327.504154367656,3,2,2,1154231.2
6106.664171712361,1,1,0,115905.08
1871.941074653774,2,0,1,78706.53
1750.8549248836573,2,0,0,51691.58
5469.326467788603,3,2,2,799994.61
4019.4374014684454,2,1,1,204130.76
6561.523417237782,3,1,1,488033.86
4034.935858222335,2,0,2,265586.55
2012.2199705957837,2,2,0,92488.46
4066.0420805154417,2,2,0,196208.41
3274.8527004119433,1,0,0,47983.25
3399.6709175070505,3,2,0,209176.07
6489.788991254056,1,1,1,169926.59
5256.197618251913,2,0,1,227002.29
5061.768777620254,1,2,2,262021.77
8077.21149179692,3,0,0,365549.01
4563.13566990527,1,1,2,189948.76
3586.9254679809815,1,2,2,179366.7
3391.5234854591313,2,1,1,181828.27
9800.718174882451,1,0,0,135708.6
815.7257186531526,3,0,0,32600.2
9324.96642882679,1,1,1,213689.12
4391.199809862713,3,1,1,345845.48
9866.626428484919,3,0,0,417060.19
1543.5878916817421,1,1,1,38234.38
208.9720699632869,3,0,0,9526.66
249.22645877281784,3,1,1,19886.89
174.12066274396537,1,1,0,2878.78
742.4305640054567,2,0,1,26625.45
3483.1974782630627,1,0,0,47331.19
3002.9520435036125,2,1,1,156108.02
830.9682586907694,2,2,1,51822.66
8500.121922592381,3,0,1,519804.74
2118.690133637794,1,1,0,43552.45
1002.8625435596332,1,1,0,16631.09
7479.825495457079,2,0,1,297126.74
7908.987868054631,2,0,0,234773.56
4435.880116601179,2,2,0,203078.04
2395.7902238792067,2,1,1,135852.57
1894.7143149226513,1,1,2,80938.04
1724.8001810956978,2,1,0,66366.21
699.351304674001,1,1,0,12471.36
7958.454750088367,3,0,0,365159.52
4029.0465704758653,3,1,1,323685.14
8296.316737187599,3,2,0,611940.09
5738.339747221108,3,2,1,591299.99
842.5117452717052,3,2,1,70573.06
3228.6476138631956,1,1,1,83188.56
700.9413775666261,1,2,2,34305.18
5315.4861007299,3,1,2,631685.2
301.52968432836826,2,0,0,8053.7
5006.3822992198375,2,2,0,219436.76
2554.9311541956477,1,0,2,77254.03
7323.218816183276,3,0,2,657893.73
2339.2475543085443,1,1,1,61922.44
5100.497243891605,2,0,2,321565.65
9011.515779288233,3,2,2,1394636.8
8305.2906471448,1,1,0,148325.27
3375.920138317316,3,1,1,284105.34
2649.224473991715,3,0,0,110035.19
5338.7746779023355,1,1,0,97782.96
9070.450958607895,2,2,2,957415.53
4080.599565173639,2,1,0,147552.51
9324.42053910676,1,1,1,261265.48
892.2555836785949,2,2,0,35145.77
5864.522073342335,2,1,2,402991.07
8219.123517554897,1,0,2,260501.06
3883.9794023836644,2,1,2,341839.61
3920.110424463219,3,2,1,450330.78
6143.802589821922,2,2,2,582732.38
1463.9690705551002,1,2,2,77019.35
186.69092059611282,1,2,2,8269.51
8212.068522329777,3,0,1,554530.02
3932.244315878053,2,1,0,135367.55
2718.4013466541637,2,2,1,178840.93
9743.588982438343,2,0,1,388224.43
742.0007640620249,3,0,0,33260.99
3884.403649887145,1,2,1,137348.82
9002.744382141731,2,0,0,270567.58
9427.210155829755,3,2,1,888521.18
8645.384229041845,3,1,2,1020511.51
4851.23853914968,1,1,0,89396.85
9867.282299503087,1,1,2,362089.62
2987.9062914905053,1,0,1,61518.37
3672.47843796695,2,2,1,268560.07
7563.033661396451,3,2,2,1220937.83
6423.023236783386,3,0,1,387818.73
789.0582007888554,3,1,0,42918.41
4711.673105328688,1,1,2,178525.08
6322.5003474983305,2,0,1,250177.99
8079.213608743828,3,0,1,505828.16
3036.043754269904,2,1,1,144280.12
8780.434427875643,2,2,2,1000456.97
6923.568841005917,1,0,1,142355.88
6982.490770260286,1,2,0,160087.82
6975.621859927868,2,1,2,570412.33
3342.320970330588,2,2,0,154697.09
4268.30584564044,3,0,1,294795.32
8992.95858980261,3,1,0,497517.26
3148.5887304937182,1,2,0,70998.57
2437.844200084433,1,0,1,47222.51
2395.5894235632986,1,2,0,57399.93
7250.899201030141,2,2,0,347054.89
9443.05764194325,3,1,0,448475.19
6406.866638889675,3,1,1,482585.47
2493.2271814139353,2,1,1,132951.26
7510.484024271748,1,0,2,267075.23
1809.5655092179782,3,1,1,141574.36
9673.121723535789,3,2,1,923724.18
1234.3675125852071,2,0,1,53189.46
7527.038658383644,1,1,2,300307.19
967.0069797813122,3,1,2,105833.99
4022.8405102313886,1,2,0,96383.15
2701.8584832654005,1,1,0,48514.45
8719.69182160186,2,2,2,767661.25
8596.531831647686,1,2,0,210089.28
6127.6993499812515,3,2,2,880800.81
644.3097430156705,3,1,1,46007.77
3076.608544738912,1,1,0,57160.41
3084.042542836694,3,1,0,168082.31
4314.850906636954,3,2,1,430804.82
4542.204709051163,3,2,2,802095.65
884.7290045956761,2,1,2,68697.49
7289.68758603004,2,1,0,256396.81
4078.832494530307,2,0,0,116606.85
833.9624295177113,2,2,2,83018.05
2671.1572448495454,1,2,1,96486.88
1574.874221139301,3,0,1,98431.72
4510.806622095876,1,2,1,146593.01
4787.123030642327,1,2,0,114497.37
6266.0980103785405,2,2,2,624285.14
3030.7878444865805,2,1,1,146497.83
6471.842984099201,3,2,1,726410.08
2948.1726445182203,1,2,0,60928.06
6417.535661583654,2,2,0,306168.36
655.1894833053274,3,1,1,53718.44
9888.727168702077,1,0,1,206338.89
3896.0653747326587,1,0,0,57813.84
8375.48283088518,1,0,0,118241.97
6387.279571628586,1,2,0,149084.56
1852.8605576719276,1,1,1,48622.09
9617.720601564759,3,0,2,916880.24
6745.567856973607,2,0,2,395544.31
6713.467889133635,1,0,0,96778.36
8102.731658760274,3,0,2,740722.68
692.8944345030917,2,0,1,28682.92
8294.302480314685,2,2,0,386569.26
9204.103954032826,1,1,2,396828.41
7006.506877588343,2,1,1,371006.64
4163.459856660007,1,2,2,226584.63
3534.6850534043488,1,2,2,186026.31
3113.605543122298,3,1,1,260632.74
6050.767378610951,1,1,1,164498.14
1282.9761758995871,3,2,1,128375.02
1431.055225539069,3,0,1,94333.22
1276.7908671976927,2,2,2,128545.92
1200.519561598805,1,1,2,47053.83
257.8377655051179,1,2,1,8810.75
2588.7851145125296,1,1,1,73967.41
1167.0231157070205,2,1,2,92863.03
8754.364975515033,1,0,2,300461.01
5305.885749578119,1,0,1,98540.75
7948.0266118176305,2,2,2,794521.65
8127.358805811458,3,1,2,941908.81
8415.43730803082,3,2,1,925085.52
1572.4908039720126,3,1,2,180210.47
8197.620344980296,3,1,2,949671.98
5455.848961300655,1,0,1,113440.47
9729.667570034126,2,2,0,522909.2
8094.684656782956,3,0,0,341793.03
1901.6790048235287,1,1,2,77536.2
1993.453177576232,1,1,2,91434.04
612.4867957768257,2,2,1,40217.27
220.47292949751932,3,1,0,12597.55
3699.834463462928,2,2,1,224618.77
2802.05526395356,1,1,2,99944.4
3630.8688666704275,1,1,2,140389.24
3967.0729970736224,2,0,0,109273.33
9787.810098292315,1,1,1,249457.37
3577.554623381676,2,2,0,157668.76
1487.7820017599229,2,0,1,67439.38
3411.1052246000327,2,0,0,96843.98
4894.346253759087,1,1,2,189287.44
4399.311599298515,3,0,0,197353.83
6585.35214163774,3,1,1,504713.41
3167.093603457722,1,0,2,107991.89
2551.1442274207566,2,2,1,169351.71
8801.378427635162,1,0,1,180060.28
6660.4307866443805,3,2,2,1046994.28
6282.227864826681,1,2,0,147043.02
3119.0573684037327,2,2,2,309663.74
7545.330350051233,3,0,1,450111.64
1672.7327765156674,3,1,2,201347.15
468.38910369052627,3,1,0,29519.78
9968.397711032707,2,2,1,620586.99
1076.3031851422256,1,1,0,20242.44
1715.1131517665783,2,0,2,111556.5
9726.781375326404,1,2,2,521493.49
595.1447488661995,1,2,0,13261.5
696.6586693334559,1,2,2,37325.84
3620.2496461634846,2,2,0,155338.74
1741.4639985274252,2,0,1,72795.88
4573.71765188755,2,1,2,391701.92
6229.231800903548,2,2,1,434325.81
8017.6060205058075,1,1,1,218268.71
5985.544797929996,2,0,1,242505.42
6303.153045115758,3,0,1,412805.26
9544.032002856593,1,0,1,188914.81
1052.8956779620676,3,2,1,110046.48
9649.308284940005,2,2,2,1003464.63
9986.98616345872,1,0,1,214280.03
3302.613409200646,1,0,1,69127.59
5779.791245883017,2,2,1,381772.99
8964.256473349227,1,2,1,326475.0
7280.342660196942,2,2,1,444380.22
5084.370645295148,2,1,1,263126.47
5069.83852708118,1,2,1,168733.53
6226.928591140424,1,1,0,115364.93
8814.29054996721,3,1,0,433999.13
6664.1041238750995,1,0,1,136913.2
6568.65319188607,2,2,1,470679.7
4775.656214162342,1,0,0,71558.89
2116.56808985293,2,0,0,61517.56
9256.49777187263,3,2,2,1446400.56
2003.694674876204,1,0,0,29813.5
4232.627472466946,3,2,2,634980.15
4635.873527194534,2,1,1,248018.56
7443.878350884403,3,1,2,831007.04
7506.280763225169,3,0,1,495450.26
9170.285037408486,2,1,2,712408.12
697.779229970967,2,2,1,47435.69
8135.753124031964,3,0,2,837846.33
596.5408563872372,3,1,0,32695.85
935.2938597064201,1,2,1,35482.55
5720.344454278329,1,2,0,120903.35
7635.935581475849,2,2,0,343271.93
6438.761451438436,2,2,2,648320.64
4114.781771435132,1,1,1,105860.52
3182.641835986138,1,1,1,80531.63
3312.5336273919183,3,2,1,344333.78
1252.956627439466,2,2,1,95668.13
3374.3035971807594,3,2,1,361338.57
5866.7547436067725,1,0,0,87709.58
1795.8150825720309,1,2,0,43017.07
504.132574527456,3,1,2,64087.95
7276.184498913836,3,1,1,562957.05
2208.3252982472013,1,2,2,110701.26
7761.147915793431,1,2,1,280482.48
4464.184848219146,2,1,2,354477.58
1577.808365252673,2,0,1,65755.4
4064.5793627641683,1,2,0,95497.18
1613.1421168062263,3,0,2,140059.7
931.6916178522932,3,2,2,149996.31
7397.939433541394,3,2,0,488622.8
8648.29348597004,1,0,0,126510.77
8647.457658305198,1,2,2,488243.22
7535.1662440655355,2,0,1,330294.83
9680.008845934417,2,2,0,488774.43
4565.008738784829,1,2,1,149817.13
2824.7646468520165,3,1,1,233145.48
2060.0442164511755,1,2,0,46088.67
6921.26222161058,2,1,2,541031.26
7803.3853467661165,1,1,2,345957.51
2073.265492827499,2,1,0,75007.9
2295.176339047989,3,0,0,97678.16
2632.377053319733,2,0,2,157638.79
3993.3721928402088,1,2,0,90910.08
1206.0174469135384,2,2,1,79616.83
1164.8748123612988,3,0,0,51736.65
3705.2064904673807,1,0,2,108526.1
8363.382363039103,3,1,2,1025391.86
4296.820410613505,2,0,2,276106.17
3663.1512120449465,3,0,0,151049.04
9061.281802717445,1,1,2,387162.46
4835.704065488457,1,0,1,105912.29
4259.30835428252,3,0,1,243919.4
4806.758392773002,3,0,1,318421.09
1135.6612666181638,3,2,0,83186.42
7217.925892019224,1,0,0,107455.17
6561.833691015322,3,2,0,495075.13
2997.6880795408047,1,1,1,76713.09
1307.757602665554,1,2,2,67957.52
319.89111201710364,2,1,1,15896.24
5069.281517997604,3,0,1,323990.09
8011.381678288884,2,0,1,350991.41
3496.370639690857,3,1,1,297939.93
4716.890265943223,3,1,2,529893.44
3874.6768322142702,3,0,2,339644.97
2448.4606748050114,3,1,2,301263.97
1113.9111032373453,3,0,1,71276.12
3268.2077888122544,1,1,2,130222.85
7686.451339542873,1,0,2,258019.65
5059.787945238285,2,1,2,445194.89
6617.6823460596615,3,0,0,306457.84
9441.094418268764,2,0,0,282702.7
6443.020283793684,1,1,1,158980.73
2316.592576603997,2,1,0,73979.81
6564.168845251559,1,2,2,343117.76
9213.69009360678,2,1,1,470322.5
2295.4191710232553,3,0,0,99163.09
787.9093696269152,2,0,2,49487.49
5405.025311603512,1,2,2,280995.31
5429.9737175344735,2,2,2,572593.89
4061.4494116921546,3,0,1,254847.77
7032.591833123443,3,1,1,546144.81
1934.6517555114726,1,2,2,92981.11
4328.558687876505,1,0,2,140082.16
2497.5055705248415,3,0,2,245559.98
4245.982897505635,1,0,0,59786.47
9194.97355586743,1,0,0,136407.21
771.3177516352966,2,0,0,21776.78
3574.1022943860785,1,2,0,79391.24
2189.891216031095,1,1,2,83000.09
6472.520144854598,1,1,2,261466.05
661.100651219518,3,0,1,39713.59
2147.3978928107063,3,1,0,119439.95
352.0409937597289,2,1,0,12315.64
2970.6500131256457,3,0,1,186560.43
7961.194315471827,3,2,0,592446.16
5349.1982361246255,2,1,2,415384.44
7675.1604364668165,1,0,0,107903.97
3992.329405716526,1,2,0,92318.99
2792.100661473262,1,0,2,91738.9
272.36663419987076,2,1,2,20031.44
5689.38740186264,2,0,1,226561.83
7856.525788217073,2,0,1,320956.66
1132.4242645047868,1,1,2,50285.8
141.93999525892994,2,0,2,8227.99
9635.093886880111,1,0,0,135856.26
8653.565129365987,3,2,0,605527.77
8847.251509027328,1,2,0,211770.65
828.9756926959441,3,0,2,75807.08
6143.701048009363,3,0,2,501431.76
9143.802771028622,2,1,1,498679.9
6411.289777264224,2,2,0,277279.43
9009.818219857612,3,2,1,886687.12
2107.4521213619432,1,2,1,68583.85
7096.794354957573,3,2,0,476568.79
3744.765518331412,1,2,1,140600.51
6640.677959005734,2,1,0,217055.89
3835.4629123126592,2,2,0,168163.43
858.4575822786699,3,1,1,61170.09
6285.852734345945,1,2,0,153357.51
6986.802674455228,3,1,0,400489.86
2580.1551307145683,3,2,2,469376.23
1297.5910069641047,1,2,2,65734.23
2045.2454547729526,1,1,0,33417.19
2455.6986939588146,2,1,2,189227.14
6299.48130561953,3,1,1,498788.55
1483.3738351289317,1,2,2,73328.5
3359.9653432343925,3,2,1,324853.88
230.85851930504953,2,1,0,7863.95
5892.652085864223,1,0,1,125736.22
8240.134883056915,2,0,0,231281.51
5123.405671548473,1,1,2,203647.9
599.0062489534673,2,1,0,21832.38
8937.121522643529,1,2,1,321383.83
4975.27386912396,3,1,2,650721.91
4360.279565759254,3,2,2,692637.26
3798.384385436291,1,0,2,125827.27
4449.15788799446,3,0,2,424809.69
5133.211509990079,2,0,1,216637.17
9595.166062961647,3,2,1,1067037.08
5628.469547725657,3,1,0,306697.25
7684.722525209861,2,1,2,662720.49
5461.35353318251,1,0,1,109340.11
3924.6310854683443,1,0,0,57353.54
6610.373909249107,3,0,2,594331.47
3101.225833989336,3,2,0,215891.85
2201.043715692893,1,2,0,52129.09
8630.029162650224,2,0,0,249460.84
5989.293138675093,2,1,1,330274.0
7643.271020151599,2,1,0,290289.59
3471.906541957611,2,2,2,337552.28
2838.933119901679,1,1,0,46873.39
3795.494736756147,2,2,2,421891.56
973.19781069556,2,2,1,67395.05
3590.888725983964,1,0,0,51351.69
9392.029394481366,1,0,2,289326.95
3442.3763078128163,1,2,2,183946.17
9673.600344712751,2,2,0,462758.57
6832.5049182941575,1,2,0,161106.12
9811.068016390158,3,1,1,780730.93
5723.035245888391,2,1,1,278296.82
9759.06699403263,2,1,0,384048.12
836.0555396568931,3,0,1,52320.38
7702.329046253943,1,1,2,314272.26
9287.718958967534,3,2,2,1448030.43
7464.140460418601,2,2,0,369332.48
8742.421337118136,3,2,1,958075.75
4164.198739682037,3,0,0,189881.16
2410.562591008092,2,0,0,71563.9
7817.336514314076,3,1,2,946066.04
9156.452086799669,2,2,1,616447.53
9187.516169229357,1,1,1,244073.26
2515.5997881250114,2,2,2,274345.9
8910.423865933348,1,1,0,168587.3
8112.754246885319,3,0,1,433876.24
1162.8219891469041,3,1,1,90205.94
1583.7076705823267,2,1,1,80112.18
1217.4534768321114,2,0,0,36348.72
8329.699299430007,3,1,1,632709.93
257.45289736778125,1,2,2,14486.52
5305.133493249269,3,2,0,419314.77
6190.077564932843,1,0,1,130857.69
6313.776892130877,3,0,0,276507.56
4066.0612536343206,2,2,0,191892.47
1051.7875889853738,2,0,0,28635.79
7151.955575228286,2,0,0,247062.99
8906.676632507822,3,2,1,924963.89
5033.611303864321,1,2,2,295762.42
6338.182737223805,3,2,0,476906.21
2560.5479817411037,2,1,0,98766.22
5697.799389348896,2,0,2,377515.09
8600.995235681858,1,2,2,458899.2
8978.362611456787,1,0,2,278929.42
9457.998466956442,1,2,2,515242.98
7765.514054354371,2,1,1,412517.05
6147.202911678203,2,0,2,416401.85
9108.978903537545,2,2,1,630028.23
3319.9179677715624,3,2,2,480253.08
6747.051417779,1,2,0,142198.1
2987.391152566252,1,0,1,58852.93
3780.967099604721,2,2,0,177403.97
9243.257038071593,1,2,1,274794.79
9114.033651686981,2,2,2,894161.62
8744.875849509464,3,2,1,871784.15
8646.999156297154,2,0,0,257394.56
