floors,bathrooms,kitchens,location,quality,cost
3.0,5.0,3.0,0,1,466598.63
3.0,1.0,4.0,0,0,121815.89
2.0,1.0,3.0,1,0,121302.32
3.0,3.0,3.0,2,1,516337.97
5.0,1.0,1.0,1,1,191477.56
8.0,4.0,2.0,2,2,2075256.07
4.0,5.0,3.0,0,0,417305.47
6.0,2.0,4.0,1,0,381501.77
5.0,6.0,1.0,2,0,893563.62
3.0,5.0,4.0,1,2,840887.08
8.0,6.0,1.0,0,2,1673791.82
3.0,4.0,4.0,0,1,402050.15
7.0,2.0,1.0,0,1,448363.03
7.0,6.0,2.0,0,0,956379.57
1.0,4.0,4.0,2,1,320240.69
3.0,4.0,3.0,0,1,412620.18
2.0,1.0,1.0,2,1,114739.96
9.0,5.0,3.0,0,0,944557.68
3.0,3.0,3.0,1,0,282081.72
9.0,2.0,2.0,2,2,1061511.09
7.0,1.0,3.0,1,0,238403.85
4.0,2.0,3.0,2,1,507084.09
1.0,3.0,4.0,1,2,232006.71
1.0,4.0,3.0,2,2,330118.43
1.0,1.0,4.0,1,1,123671.84
9.0,5.0,3.0,2,2,2975663.62
1.0,7.0,3.0,2,2,542382.89
8.0,3.0,2.0,1,2,1163677.3
5.0,2.0,2.0,0,0,231123.44
3.0,6.0,1.0,0,0,343121.88
8.0,2.0,2.0,1,1,549159.94
5.0,6.0,2.0,2,0,1020256.27
9.0,3.0,3.0,0,0,456935.89
6.0,2.0,4.0,0,1,401541.9
6.0,5.0,3.0,1,1,1196528.68
4.0,7.0,3.0,1,1,1064181.8
4.0,6.0,2.0,0,0,490254.89
4.0,4.0,3.0,1,2,721464.12
5.0,1.0,3.0,0,1,214692.05
9.0,6.0,4.0,1,0,1469528.55
7.0,7.0,4.0,1,0,1234945.34
8.0,4.0,4.0,0,0,634259.68
6.0,1.0,1.0,2,2,393839.27
7.0,3.0,3.0,0,0,384749.56
4.0,7.0,2.0,1,1,1036108.71
3.0,4.0,2.0,0,1,349515.17
4.0,2.0,3.0,1,2,397307.37
6.0,7.0,2.0,1,1,1580582.59
7.0,5.0,3.0,2,0,1161066.97
5.0,7.0,3.0,2,2,2155388.77
2.0,6.0,2.0,1,0,353202.74
2.0,4.0,1.0,0,1,266855.03
5.0,3.0,1.0,1,1,574031.48
6.0,1.0,1.0,0,1,227134.52
2.0,3.0,1.0,0,0,125507.39
3.0,2.0,2.0,1,2,365712.63
6.0,5.0,3.0,1,2,1456373.41
8.0,2.0,4.0,0,2,718212.25
4.0,2.0,3.0,0,0,171504.58
8.0,2.0,1.0,0,1,461925.85
7.0,5.0,4.0,2,0,1099333.2
7.0,1.0,4.0,2,1,481502.46
8.0,7.0,4.0,2,2,3671054.3
3.0,7.0,4.0,0,0,536954.24
4.0,7.0,3.0,2,0,1037572.12
9.0,3.0,1.0,1,2,1266704.93
2.0,3.0,3.0,0,1,257468.49
2.0,7.0,4.0,1,2,783661.0
5.0,1.0,3.0,0,1,215333.23
7.0,5.0,2.0,0,2,1256179.36
5.0,1.0,1.0,0,2,193210.76
4.0,4.0,4.0,0,0,346195.79
4.0,4.0,2.0,1,2,815359.16
9.0,1.0,2.0,2,0,292542.74
5.0,4.0,1.0,1,2,961744.73
9.0,7.0,2.0,1,0,1671214.14
1.0,7.0,2.0,0,2,320645.17
6.0,4.0,1.0,1,1,865133.76
4.0,6.0,1.0,2,2,1457849.11
9.0,5.0,1.0,0,2,1772024.23
2.0,3.0,4.0,2,0,257868.75
8.0,4.0,2.0,2,0,956272.29
7.0,3.0,1.0,2,2,1265242.72
6.0,1.0,1.0,1,1,231971.6
3.0,3.0,3.0,0,1,299990.77
1.0,5.0,4.0,0,0,156305.98
4.0,6.0,3.0,1,0,596960.38
3.0,7.0,2.0,1,1,722711.54
5.0,1.0,2.0,2,0,216349.54
3.0,6.0,2.0,0,0,413045.37
2.0,7.0,2.0,2,0,508856.64
1.0,3.0,2.0,1,1,165676.59
6.0,6.0,2.0,0,2,1373671.98
4.0,3.0,1.0,2,1,563411.51
1.0,5.0,1.0,2,1,249852.29
4.0,1.0,4.0,0,0,120845.52
6.0,2.0,3.0,2,2,763114.13
6.0,7.0,3.0,0,0,834595.3
4.0,4.0,2.0,1,2,882353.02
4.0,4.0,2.0,1,1,631753.99
1.0,7.0,2.0,2,1,375749.45
9.0,5.0,2.0,1,2,2162140.04
9.0,7.0,3.0,1,0,1686759.47
3.0,7.0,1.0,0,2,770703.41
9.0,3.0,2.0,2,1,1304040.48
2.0,6.0,4.0,1,1,507184.45
1.0,1.0,1.0,0,1,49270.24
8.0,1.0,3.0,2,1,504176.15
8.0,6.0,1.0,2,1,2327649.99
4.0,4.0,1.0,1,1,547035.95
8.0,7.0,4.0,0,2,2147440.23
5.0,2.0,4.0,0,1,373539.35
3.0,5.0,1.0,0,1,440096.84
7.0,2.0,1.0,0,2,577189.68
9.0,7.0,4.0,1,0,1699359.0
3.0,5.0,2.0,2,1,752839.28
7.0,6.0,4.0,1,2,1879728.7
8.0,2.0,1.0,1,0,401058.69
1.0,2.0,1.0,1,0,60326.7
9.0,5.0,4.0,0,0,1070756.6
1.0,2.0,1.0,0,2,94380.65
1.0,7.0,2.0,1,1,290032.75
8.0,2.0,2.0,0,0,348633.91
4.0,3.0,2.0,2,0,455814.12
7.0,3.0,2.0,0,0,379394.11
8.0,6.0,1.0,2,1,2606752.18
2.0,4.0,1.0,2,2,506951.66
8.0,6.0,3.0,2,1,2227575.21
1.0,3.0,4.0,1,1,223849.52
6.0,5.0,4.0,2,1,1631564.52
9.0,3.0,3.0,0,2,1107281.45
1.0,3.0,1.0,2,2,227684.08
6.0,4.0,3.0,0,1,704532.0
9.0,3.0,3.0,0,1,748598.61
7.0,5.0,2.0,2,1,1842971.51
6.0,5.0,3.0,1,0,850574.75
2.0,2.0,4.0,1,1,288164.9
4.0,1.0,4.0,0,1,214426.88
6.0,5.0,2.0,1,2,1406718.49
3.0,5.0,2.0,1,1,499687.69
4.0,5.0,1.0,1,0,522114.18
5.0,4.0,2.0,1,1,731777.61
5.0,3.0,3.0,0,1,461845.14
3.0,3.0,4.0,2,0,405440.15
3.0,1.0,3.0,0,2,195563.34
3.0,6.0,3.0,0,1,624195.6
4.0,1.0,2.0,2,0,169664.01
1.0,4.0,3.0,0,2,206964.65
8.0,2.0,1.0,1,2,784212.75
1.0,6.0,3.0,0,0,141169.41
6.0,1.0,4.0,0,0,182523.39
1.0,2.0,3.0,0,1,113873.36
9.0,1.0,3.0,1,2,498275.33
6.0,1.0,3.0,0,2,267386.64
4.0,6.0,4.0,1,0,735263.31
9.0,4.0,1.0,0,2,1347921.37
3.0,5.0,3.0,0,1,486733.55
7.0,5.0,2.0,1,0,1096108.81
9.0,1.0,4.0,2,2,789951.09
8.0,2.0,2.0,1,2,867421.65
4.0,4.0,2.0,0,0,300121.82
3.0,1.0,2.0,1,0,112171.55
9.0,2.0,2.0,2,0,681255.87
7.0,3.0,4.0,1,0,620228.51
4.0,2.0,1.0,1,1,256896.9
3.0,7.0,4.0,1,2,1126609.75
9.0,3.0,2.0,2,1,1358117.55
8.0,5.0,3.0,1,1,1375044.01
4.0,7.0,1.0,2,1,1249390.36
3.0,2.0,1.0,0,0,131679.03
2.0,1.0,3.0,0,0,80084.76
2.0,7.0,4.0,1,2,777029.18
5.0,1.0,1.0,2,0,178678.66
8.0,4.0,1.0,0,2,1179150.48
8.0,3.0,1.0,2,1,1118538.81
5.0,1.0,3.0,2,2,414061.29
2.0,4.0,1.0,2,2,487777.41
2.0,6.0,3.0,0,0,278058.45
6.0,6.0,2.0,2,0,1156564.95
5.0,7.0,3.0,0,0,710754.21
2.0,5.0,4.0,0,2,443987.36
8.0,5.0,3.0,0,2,1493555.99
7.0,2.0,2.0,1,1,500857.7
6.0,2.0,2.0,2,2,793224.46
1.0,3.0,4.0,0,1,151213.2
8.0,6.0,3.0,1,1,1690177.88
9.0,7.0,4.0,1,0,1744536.64
6.0,5.0,1.0,2,0,1004175.77
6.0,5.0,4.0,1,2,1614202.2
4.0,1.0,1.0,1,1,164959.85
4.0,1.0,4.0,1,0,194177.05
5.0,5.0,3.0,1,2,1254956.72
3.0,4.0,2.0,0,1,365437.92
8.0,3.0,3.0,2,0,782412.92
3.0,5.0,4.0,2,1,869185.7
2.0,5.0,1.0,2,0,322147.34
2.0,1.0,2.0,0,0,73786.42
1.0,6.0,1.0,1,2,308925.57
6.0,7.0,3.0,0,2,1429362.68
9.0,6.0,1.0,1,2,2497528.37
7.0,3.0,4.0,0,0,524188.42
6.0,1.0,1.0,1,1,244866.21
9.0,2.0,2.0,1,2,734210.19
9.0,7.0,2.0,2,0,2363297.85
6.0,5.0,4.0,2,2,2051040.56
4.0,6.0,1.0,1,1,981727.2
4.0,5.0,1.0,2,0,548011.37
7.0,7.0,4.0,2,1,2244445.54
3.0,1.0,3.0,2,0,149662.28
7.0,3.0,3.0,1,2,962634.27
5.0,7.0,1.0,1,1,1327459.39
3.0,7.0,1.0,1,2,1140743.85
2.0,3.0,3.0,1,2,343827.89
4.0,6.0,1.0,2,2,1674245.31
7.0,3.0,1.0,1,2,916053.99
2.0,5.0,1.0,2,2,571279.07
5.0,2.0,4.0,0,0,264367.15
1.0,7.0,3.0,2,1,393235.5
1.0,6.0,2.0,0,1,183759.07
5.0,1.0,3.0,2,2,377438.48
6.0,1.0,3.0,1,0,208119.38
2.0,4.0,3.0,1,0,250482.84
5.0,5.0,2.0,1,1,1064645.1
3.0,6.0,2.0,0,2,798025.97
3.0,3.0,3.0,2,0,428874.39
6.0,6.0,3.0,0,0,750128.32
7.0,6.0,4.0,2,1,2068710.27
2.0,1.0,2.0,0,0,72717.6
2.0,6.0,4.0,1,2,677335.21
1.0,4.0,4.0,0,1,172866.11
8.0,5.0,2.0,1,2,1566600.49
1.0,1.0,2.0,2,2,153329.43
9.0,5.0,1.0,1,1,1644479.0
4.0,4.0,1.0,1,0,436460.73
1.0,3.0,3.0,2,0,168941.23
6.0,3.0,3.0,0,0,369395.19
8.0,1.0,3.0,1,0,244024.18
6.0,4.0,1.0,2,2,1504777.37
6.0,7.0,3.0,2,0,1520415.54
9.0,3.0,2.0,0,1,713645.69
1.0,5.0,1.0,1,2,251244.47
6.0,4.0,4.0,2,1,1121128.03
7.0,2.0,2.0,0,0,327115.76
6.0,7.0,1.0,0,0,811176.19
9.0,2.0,1.0,2,0,640330.56
6.0,6.0,1.0,0,2,1430034.23
9.0,5.0,4.0,2,1,2503838.51
8.0,1.0,1.0,2,1,383185.36
1.0,2.0,2.0,2,2,201303.36
8.0,6.0,2.0,0,2,1901963.93
4.0,6.0,4.0,1,2,1183683.96
9.0,4.0,4.0,1,2,1632633.34
5.0,6.0,1.0,2,0,1005361.9
9.0,1.0,4.0,0,1,342109.91
7.0,6.0,2.0,0,2,1621525.65
9.0,3.0,1.0,2,2,1669386.3
4.0,4.0,4.0,1,1,580138.65
5.0,5.0,2.0,0,1,813987.03
5.0,6.0,2.0,2,0,1124019.7
4.0,7.0,4.0,1,1,1096091.48
6.0,6.0,1.0,2,0,1045347.38
9.0,5.0,3.0,2,1,2048120.62
3.0,6.0,3.0,2,1,945968.98
8.0,7.0,4.0,1,2,2673004.06
6.0,5.0,4.0,0,1,849575.79
4.0,5.0,4.0,0,0,458967.32
2.0,6.0,1.0,2,1,587519.37
4.0,3.0,4.0,2,2,808782.72
9.0,6.0,3.0,0,2,1650073.97
6.0,5.0,2.0,2,1,1440100.17
5.0,6.0,3.0,0,2,1131016.27
4.0,7.0,3.0,0,2,1067785.69
4.0,4.0,1.0,0,2,560865.22
5.0,6.0,1.0,1,0,751122.31
7.0,3.0,1.0,2,0,810419.58
5.0,6.0,3.0,0,2,1069196.42
2.0,4.0,1.0,2,1,401030.67
3.0,2.0,3.0,0,2,297800.21
5.0,4.0,4.0,1,2,1028609.21
2.0,6.0,2.0,0,2,455342.47
1.0,3.0,2.0,1,1,152930.83
4.0,7.0,2.0,1,0,752372.42
4.0,1.0,3.0,0,2,206679.87
6.0,4.0,2.0,1,0,660156.61
1.0,1.0,2.0,2,0,69745.95
5.0,7.0,2.0,1,2,1582012.27
3.0,1.0,1.0,1,2,171366.92
5.0,5.0,3.0,1,2,1083236.74
2.0,5.0,3.0,0,2,475362.0
7.0,1.0,4.0,2,1,462939.57
1.0,7.0,4.0,2,0,300156.59
5.0,6.0,4.0,0,0,600365.32
6.0,2.0,1.0,0,1,339960.06
7.0,3.0,1.0,1,2,919172.31
2.0,5.0,2.0,0,0,243553.53
4.0,2.0,2.0,2,2,517639.58
4.0,5.0,3.0,2,1,1082809.76
8.0,2.0,2.0,2,2,918159.74
7.0,4.0,3.0,0,2,1110024.46
7.0,6.0,3.0,2,1,2086162.77
2.0,3.0,3.0,2,2,416195.84
5.0,1.0,4.0,1,1,266362.01
9.0,1.0,1.0,1,2,454116.33
2.0,7.0,4.0,2,1,732694.56
4.0,2.0,4.0,0,0,204115.42
6.0,5.0,2.0,1,0,891226.56
9.0,2.0,2.0,2,1,1025215.95
7.0,6.0,1.0,2,2,2584388.24
2.0,4.0,2.0,0,2,336666.3
9.0,5.0,1.0,1,1,1715692.8
5.0,5.0,1.0,2,0,996204.49
5.0,3.0,3.0,1,2,711023.2
4.0,4.0,4.0,2,2,1101013.91
4.0,4.0,3.0,2,1,881268.97
9.0,2.0,1.0,0,1,565986.97
5.0,5.0,2.0,0,0,577390.18
7.0,1.0,2.0,0,2,285219.58
6.0,5.0,1.0,2,1,1453826.86
5.0,7.0,4.0,0,1,1045527.61
6.0,5.0,1.0,2,1,1370862.41
7.0,3.0,1.0,1,0,558812.42
3.0,5.0,4.0,1,2,910819.4
6.0,5.0,4.0,2,1,1488471.52
9.0,4.0,2.0,0,1,1207005.69
4.0,1.0,2.0,2,2,307150.76
9.0,5.0,1.0,0,2,1570936.91
4.0,3.0,4.0,2,0,556667.16
7.0,4.0,3.0,0,0,622004.59
8.0,7.0,4.0,2,1,2193217.05
2.0,4.0,2.0,2,0,322180.69
1.0,4.0,1.0,0,1,134290.09
9.0,3.0,3.0,1,0,687749.58
8.0,7.0,3.0,2,2,3273987.53
2.0,3.0,1.0,1,2,251307.8
3.0,4.0,3.0,2,1,590877.55
1.0,2.0,4.0,2,0,153520.4
7.0,1.0,4.0,1,1,340666.58
6.0,3.0,1.0,0,2,813306.95
4.0,5.0,2.0,1,1,747531.8
6.0,1.0,2.0,0,1,198926.96
4.0,2.0,2.0,0,1,223165.56
7.0,4.0,4.0,2,2,1770474.77
6.0,6.0,4.0,1,0,966447.24
6.0,7.0,3.0,2,1,1856642.19
4.0,6.0,1.0,0,0,445288.35
4.0,1.0,3.0,1,2,254443.44
8.0,6.0,1.0,0,1,1380472.45
1.0,2.0,2.0,2,1,155850.12
6.0,2.0,1.0,1,1,408879.92
4.0,1.0,3.0,0,1,170191.94
8.0,2.0,2.0,0,2,586816.12
5.0,7.0,3.0,2,0,1289498.2
3.0,2.0,4.0,1,2,393389.01
3.0,2.0,1.0,0,2,232680.52
7.0,5.0,2.0,1,0,794450.0
9.0,6.0,4.0,0,1,1689131.34
5.0,1.0,1.0,1,1,191969.37
6.0,7.0,3.0,2,1,2011789.22
6.0,5.0,4.0,2,2,1994582.16
6.0,6.0,4.0,0,1,1232540.23
6.0,1.0,2.0,1,2,327486.4
5.0,4.0,4.0,0,1,657890.24
3.0,2.0,1.0,2,1,304054.93
6.0,5.0,2.0,0,2,1074695.6
7.0,2.0,4.0,0,0,325777.45
6.0,5.0,1.0,0,2,1097668.42
6.0,3.0,2.0,1,1,755017.62
6.0,3.0,1.0,2,0,580718.56
8.0,6.0,2.0,0,2,1696023.57
4.0,5.0,3.0,2,2,1228277.19
8.0,1.0,2.0,0,2,305127.58
7.0,7.0,2.0,0,1,1165095.6
6.0,7.0,2.0,1,2,1826702.8
7.0,1.0,3.0,0,0,181756.85
9.0,7.0,1.0,0,1,1843776.22
1.0,3.0,1.0,2,0,110367.0
9.0,4.0,3.0,2,2,2261112.29
4.0,5.0,3.0,0,0,486333.25
8.0,7.0,4.0,2,0,1816555.22
2.0,5.0,1.0,1,0,252718.81
5.0,2.0,4.0,0,1,352029.52
7.0,3.0,3.0,2,1,1056355.76
6.0,3.0,3.0,1,1,751635.65
8.0,2.0,4.0,0,2,656431.6
4.0,3.0,3.0,2,2,804475.14
1.0,4.0,4.0,0,0,123802.83
3.0,6.0,4.0,2,0,684463.61
3.0,1.0,1.0,0,1,113605.21
7.0,4.0,2.0,1,0,717108.18
2.0,2.0,1.0,2,1,206557.6
7.0,1.0,2.0,1,1,297587.89
7.0,6.0,4.0,0,1,1017110.98
4.0,2.0,1.0,2,0,273939.92
6.0,6.0,2.0,2,1,1872470.67
4.0,3.0,1.0,1,2,571538.31
6.0,7.0,2.0,0,1,1263288.89
1.0,5.0,1.0,0,2,187410.09
1.0,6.0,2.0,2,2,459125.55
1.0,2.0,3.0,2,1,199892.38
8.0,2.0,4.0,1,1,593304.96
9.0,5.0,2.0,0,0,909398.0
6.0,1.0,3.0,1,2,356711.17
2.0,6.0,1.0,0,2,438818.26
4.0,7.0,3.0,0,2,1091132.11
2.0,3.0,2.0,1,1,267476.93
5.0,7.0,1.0,1,2,1458863.3
8.0,6.0,1.0,0,1,1396695.76
2.0,5.0,3.0,1,2,506350.05
5.0,7.0,3.0,2,1,1681789.1
9.0,4.0,3.0,1,1,1373329.25
8.0,3.0,4.0,2,0,843611.51
6.0,1.0,2.0,2,2,486609.36
5.0,1.0,3.0,1,1,251928.63
9.0,6.0,3.0,0,0,1143838.55
2.0,3.0,4.0,0,1,249612.19
1.0,2.0,4.0,2,0,167234.32
3.0,6.0,3.0,0,1,564280.38
9.0,6.0,1.0,2,1,2760357.37
6.0,6.0,2.0,1,1,1420776.42
7.0,7.0,4.0,2,0,1842496.85
6.0,3.0,2.0,1,0,583390.5
8.0,6.0,2.0,0,1,1452810.95
9.0,7.0,4.0,1,1,2209219.94
8.0,2.0,2.0,1,1,674009.05
6.0,3.0,2.0,0,1,537337.13
2.0,4.0,4.0,1,2,482363.87
8.0,7.0,3.0,1,1,1868855.71
9.0,4.0,3.0,2,2,2372661.41
8.0,2.0,2.0,2,0,606075.32
1.0,5.0,2.0,2,0,223474.62
1.0,7.0,3.0,1,0,261813.87
7.0,5.0,2.0,1,0,1071650.04
2.0,3.0,2.0,2,1,341063.55
9.0,2.0,3.0,1,0,580817.24
5.0,3.0,3.0,0,0,378795.46
8.0,4.0,2.0,1,1,1168691.86
6.0,3.0,3.0,0,2,812401.7
9.0,5.0,3.0,2,1,2072303.17
5.0,1.0,1.0,1,2,239613.48
9.0,7.0,3.0,0,2,2210785.62
4.0,2.0,2.0,2,0,306313.06
9.0,3.0,4.0,0,2,1074527.58
9.0,2.0,2.0,1,0,517022.55
4.0,7.0,4.0,0,0,608246.39
9.0,7.0,3.0,0,2,2462841.0
4.0,7.0,1.0,1,1,1098236.56
7.0,5.0,4.0,0,0,857159.47
8.0,4.0,2.0,1,2,1651575.25
6.0,5.0,2.0,2,1,1328871.36
8.0,3.0,1.0,2,0,870984.29
1.0,2.0,1.0,2,0,92497.33
1.0,5.0,1.0,1,2,276906.6
6.0,5.0,1.0,0,2,1104110.11
6.0,4.0,1.0,2,1,1109127.56
4.0,1.0,3.0,1,0,163193.55
3.0,6.0,4.0,0,0,413443.29
6.0,5.0,1.0,0,2,1093791.57
9.0,5.0,1.0,0,2,1749425.24
9.0,7.0,3.0,0,1,1667155.37
8.0,5.0,3.0,0,1,1223828.25
4.0,2.0,1.0,2,1,439811.62
3.0,1.0,4.0,1,2,243931.09
3.0,5.0,2.0,2,2,999332.13
7.0,7.0,4.0,1,0,1193757.3
4.0,1.0,1.0,1,2,229212.56
4.0,1.0,4.0,1,1,230131.59
3.0,2.0,1.0,2,0,239081.79
2.0,7.0,2.0,1,0,403064.83
1.0,4.0,3.0,0,1,173337.22
5.0,5.0,1.0,0,1,708228.29
9.0,1.0,3.0,2,1,457496.35
8.0,6.0,1.0,1,1,1533642.97
6.0,2.0,2.0,0,1,398001.01
1.0,5.0,4.0,2,2,447571.98
8.0,2.0,3.0,1,2,813605.62
3.0,6.0,1.0,0,0,367814.85
1.0,3.0,4.0,1,0,135980.48
6.0,2.0,1.0,0,0,254015.4
5.0,4.0,1.0,2,2,1108084.14
2.0,7.0,3.0,1,2,638958.62
8.0,3.0,1.0,1,1,826458.1
7.0,2.0,3.0,2,2,906148.36
9.0,7.0,4.0,1,2,2934797.14
8.0,1.0,3.0,1,1,358799.42
4.0,2.0,3.0,2,0,361955.63
3.0,4.0,3.0,0,1,424779.97
5.0,6.0,3.0,2,0,931433.96
2.0,5.0,2.0,0,0,225275.43
6.0,3.0,2.0,1,0,480148.54
1.0,4.0,2.0,2,2,299610.0
5.0,7.0,3.0,1,1,1417639.29
7.0,7.0,4.0,0,2,1484928.97
2.0,4.0,3.0,1,1,384923.51
8.0,4.0,3.0,0,2,1242570.98
9.0,6.0,2.0,1,2,2760574.64
3.0,5.0,3.0,1,0,417451.43
6.0,3.0,2.0,1,0,498719.22
2.0,3.0,3.0,1,0,225683.71
6.0,1.0,3.0,1,1,255742.87
8.0,2.0,1.0,2,1,737298.63
8.0,3.0,2.0,0,0,509703.81
6.0,2.0,4.0,0,0,301706.12
7.0,2.0,4.0,2,2,1039333.76
5.0,3.0,3.0,0,0,372809.25
7.0,5.0,3.0,2,0,1108177.88
4.0,6.0,3.0,2,2,1322221.97
3.0,7.0,4.0,0,1,723721.71
8.0,4.0,4.0,2,2,2052197.43
5.0,3.0,1.0,2,2,970092.87
4.0,5.0,4.0,1,0,655555.66
1.0,5.0,3.0,1,2,308674.42
7.0,4.0,2.0,2,0,1062251.99
1.0,1.0,2.0,1,0,61251.98
9.0,5.0,4.0,1,2,1797768.51
9.0,1.0,4.0,1,0,283059.52
3.0,5.0,2.0,2,0,612501.26
8.0,1.0,2.0,0,1,258738.7
4.0,5.0,4.0,1,0,591914.84
9.0,5.0,1.0,2,1,1934285.14
2.0,2.0,1.0,2,2,214927.33
6.0,4.0,4.0,2,2,1508161.09
3.0,7.0,3.0,0,1,648236.44
7.0,2.0,4.0,2,2,855778.25
4.0,1.0,4.0,2,2,422509.53
2.0,5.0,4.0,2,0,446045.27
1.0,1.0,3.0,0,2,93356.86
6.0,3.0,4.0,0,2,812267.97
7.0,4.0,3.0,0,1,866262.64
6.0,2.0,2.0,1,1,453446.32
6.0,6.0,1.0,1,1,1176597.57
7.0,3.0,4.0,1,2,1137834.73
2.0,5.0,2.0,1,0,299075.3
1.0,6.0,4.0,1,0,231883.59
9.0,3.0,4.0,0,0,573187.39
3.0,5.0,3.0,1,2,761124.47
2.0,2.0,3.0,0,0,113806.44
2.0,2.0,1.0,1,2,206080.32
4.0,5.0,1.0,1,1,686251.76
7.0,6.0,2.0,0,1,1297684.72
3.0,4.0,2.0,1,2,530873.68
4.0,6.0,3.0,2,0,949602.0
4.0,6.0,3.0,2,0,899680.84
6.0,6.0,1.0,0,1,1140029.82
4.0,2.0,3.0,1,0,267897.45
2.0,1.0,2.0,0,2,147024.54
2.0,2.0,3.0,1,0,156848.78
2.0,4.0,2.0,2,2,597853.88
4.0,3.0,1.0,2,2,816299.28
5.0,3.0,3.0,2,1,900000.7
9.0,2.0,4.0,0,0,440408.17
1.0,2.0,4.0,0,0,91134.98
9.0,6.0,2.0,0,2,1801468.32
4.0,4.0,3.0,1,2,857161.12
9.0,1.0,2.0,0,0,236048.58
2.0,7.0,1.0,1,2,741768.65
6.0,4.0,3.0,2,1,1102554.95
5.0,6.0,1.0,1,0,704300.21
2.0,7.0,2.0,1,0,387766.18
7.0,5.0,4.0,0,2,1427664.86
8.0,6.0,1.0,0,2,1568519.11
8.0,6.0,2.0,2,2,2621159.82
9.0,4.0,3.0,1,1,1207706.8
8.0,1.0,4.0,2,0,331391.22
1.0,5.0,2.0,1,2,299106.54
2.0,3.0,2.0,0,1,202425.94
3.0,6.0,2.0,0,2,665145.86
7.0,1.0,3.0,2,2,511037.91
6.0,5.0,1.0,0,0,516241.14
3.0,5.0,1.0,1,2,783283.9
8.0,1.0,4.0,2,2,599011.72
3.0,1.0,4.0,0,0,115385.24
4.0,4.0,4.0,1,1,617675.91
7.0,3.0,2.0,2,1,1140621.16
1.0,6.0,3.0,0,0,155508.72
2.0,3.0,4.0,0,2,333459.37
7.0,2.0,4.0,2,2,895752.69
2.0,7.0,3.0,1,1,570555.48
1.0,2.0,1.0,2,2,168535.87
1.0,5.0,1.0,0,0,124940.04
9.0,2.0,2.0,1,1,697039.66
6.0,2.0,4.0,2,1,759646.57
5.0,7.0,3.0,0,2,1239149.92
3.0,3.0,3.0,1,0,256405.95
7.0,1.0,1.0,1,0,186637.94
9.0,4.0,1.0,1,2,1502680.74
8.0,3.0,2.0,1,1,774324.97
2.0,6.0,4.0,1,1,538214.38
8.0,4.0,3.0,1,0,981709.19
1.0,5.0,3.0,1,0,171368.05
8.0,1.0,1.0,0,1,228140.21
7.0,5.0,4.0,2,1,1474122.54
9.0,1.0,2.0,0,1,260030.94
7.0,6.0,1.0,0,1,1044981.14
5.0,5.0,4.0,0,2,1019081.57
3.0,7.0,2.0,2,2,1266654.65
7.0,6.0,2.0,0,0,863353.93
1.0,2.0,1.0,1,2,121017.65
4.0,1.0,3.0,2,1,275847.65
6.0,6.0,1.0,1,2,1468901.33
2.0,1.0,1.0,1,2,114714.81
9.0,1.0,1.0,0,0,195350.98
3.0,3.0,4.0,0,1,345536.83
9.0,3.0,2.0,0,2,958273.94
3.0,7.0,4.0,0,1,683998.01
9.0,2.0,3.0,2,0,716387.88
5.0,4.0,3.0,1,2,847237.51
3.0,6.0,2.0,1,0,545129.26
3.0,6.0,2.0,1,0,486397.83
8.0,7.0,1.0,2,2,3713535.22
9.0,6.0,2.0,0,1,1574137.28
2.0,6.0,3.0,0,1,314563.58
3.0,6.0,3.0,0,2,759080.31
3.0,1.0,3.0,2,0,181124.91
1.0,5.0,1.0,0,0,94151.3
4.0,5.0,4.0,1,0,561591.78
9.0,1.0,1.0,0,1,249521.66
8.0,6.0,2.0,0,2,1613228.21
7.0,5.0,3.0,1,1,1322441.7
4.0,5.0,4.0,1,0,524202.69
4.0,6.0,1.0,0,2,957076.3
5.0,5.0,2.0,0,2,907805.48
5.0,3.0,2.0,2,1,747045.38
2.0,1.0,1.0,0,2,97179.35
1.0,3.0,1.0,0,1,89567.65
9.0,3.0,2.0,2,1,1380703.81
9.0,3.0,2.0,1,0,684858.1
1.0,4.0,2.0,1,1,174431.29
6.0,4.0,3.0,0,1,680432.06
5.0,2.0,2.0,0,0,227827.26
7.0,3.0,3.0,1,2,1038130.54
9.0,5.0,4.0,2,0,1803382.18
1.0,4.0,3.0,0,2,200567.38
7.0,4.0,3.0,0,2,1104586.72
3.0,5.0,3.0,0,1,456603.06
2.0,4.0,3.0,2,1,492799.9
9.0,6.0,1.0,0,2,2011176.69
8.0,1.0,2.0,1,0,243546.57
5.0,1.0,3.0,2,1,314254.04
5.0,3.0,3.0,2,0,522758.97
4.0,4.0,3.0,0,1,591228.91
2.0,1.0,4.0,0,0,83020.54
3.0,1.0,2.0,0,0,83582.11
9.0,2.0,2.0,2,1,803343.21
7.0,2.0,4.0,0,2,547537.91
9.0,3.0,1.0,2,2,1741161.24
6.0,1.0,4.0,1,2,435119.63
6.0,1.0,4.0,1,2,373592.89
4.0,2.0,4.0,1,1,403957.37
5.0,2.0,2.0,1,2,538587.78
1.0,4.0,1.0,0,1,130051.24
6.0,1.0,2.0,2,0,255737.42
3.0,4.0,4.0,0,1,440724.0
3.0,5.0,4.0,1,0,400566.2
8.0,5.0,3.0,2,2,2721855.86
9.0,4.0,4.0,1,0,920262.18
3.0,3.0,4.0,2,0,385198.7
