floors,rooms_per_floor,location,quality,cost
9.0,10.0,0,1,706984.21
1.0,3.0,0,2,41106.39
9.0,7.0,2,0,688789.98
3.0,14.0,0,0,291250.61
6.0,7.0,0,2,493873.55
2.0,12.0,1,0,167244.89
2.0,7.0,2,2,281953.2
2.0,4.0,1,2,125385.98
1.0,11.0,0,2,130618.03
3.0,2.0,1,2,97055.51
3.0,8.0,2,2,501936.45
5.0,2.0,2,2,216015.5
5.0,13.0,2,1,885839.24
3.0,11.0,0,1,259411.7
6.0,11.0,1,1,684890.74
7.0,5.0,0,0,205431.33
8.0,3.0,0,1,220502.96
3.0,4.0,2,2,230793.58
3.0,11.0,0,2,384354.53
9.0,14.0,0,1,1109664.0
6.0,10.0,2,2,1137283.43
6.0,11.0,0,1,661991.88
9.0,7.0,1,1,689800.99
9.0,14.0,1,2,1751303.61
3.0,7.0,2,0,202113.28
9.0,4.0,1,1,395536.72
4.0,13.0,1,0,407832.29
1.0,13.0,2,0,148516.14
9.0,10.0,1,0,782718.97
6.0,5.0,2,1,403782.82
6.0,12.0,2,1,906033.94
6.0,10.0,0,2,645601.51
9.0,5.0,2,1,698538.95
4.0,14.0,1,0,426413.22
4.0,9.0,2,2,742827.41
3.0,3.0,2,0,98815.45
6.0,9.0,2,2,1111012.69
7.0,3.0,1,1,243385.88
3.0,3.0,0,1,76455.75
6.0,11.0,1,1,624826.88
1.0,14.0,0,2,182949.69
8.0,12.0,2,1,1380018.31
4.0,6.0,1,2,341086.21
2.0,10.0,0,2,258413.03
7.0,3.0,2,1,326915.66
8.0,13.0,2,2,1832250.68
7.0,7.0,1,2,772565.46
8.0,4.0,1,2,435225.99
4.0,11.0,1,2,671859.81
7.0,13.0,2,1,1389304.35
7.0,11.0,0,0,514264.77
4.0,2.0,2,2,137731.21
5.0,9.0,0,0,297351.6
2.0,6.0,1,1,123636.56
9.0,10.0,2,2,1721313.78
8.0,8.0,0,0,361554.24
2.0,2.0,0,2,48867.11
8.0,6.0,2,1,765585.74
3.0,8.0,1,1,250732.95
4.0,9.0,1,2,583760.15
7.0,3.0,2,2,399778.81
7.0,9.0,0,1,623159.42
1.0,9.0,2,0,85154.36
5.0,6.0,2,2,598017.73
3.0,10.0,1,1,343699.65
5.0,12.0,0,1,429002.69
3.0,6.0,2,0,208969.11
4.0,12.0,2,0,516920.9
9.0,13.0,0,0,682145.19
1.0,14.0,1,0,108363.89
1.0,7.0,1,0,53793.54
6.0,10.0,2,1,864200.92
7.0,2.0,1,1,160279.08
1.0,9.0,2,0,88869.63
5.0,9.0,0,0,254625.88
1.0,10.0,0,0,71922.05
1.0,14.0,0,2,165763.71
5.0,7.0,1,1,347276.54
9.0,4.0,2,2,750753.67
1.0,5.0,1,0,40172.09
7.0,4.0,2,1,378915.04
9.0,14.0,2,2,2397532.46
8.0,4.0,2,0,349477.96
4.0,5.0,2,0,189590.27
4.0,10.0,2,0,459488.17
3.0,8.0,0,0,145945.17
3.0,14.0,0,2,441839.76
6.0,12.0,1,2,1003801.02
8.0,7.0,2,1,769672.74
3.0,9.0,0,1,209916.13
5.0,6.0,2,2,606474.7
9.0,5.0,2,2,808635.53
7.0,2.0,1,0,99341.73
5.0,3.0,2,2,293403.62
3.0,5.0,2,0,163445.67
7.0,9.0,1,2,997150.16
1.0,8.0,1,0,68984.47
6.0,2.0,0,1,114807.34
7.0,8.0,1,1,651763.11
3.0,14.0,2,2,793780.53
3.0,5.0,0,1,128166.04
3.0,7.0,2,1,296025.12
5.0,5.0,2,1,387862.15
9.0,12.0,2,0,1166172.82
3.0,7.0,1,0,156034.15
7.0,13.0,0,0,626224.17
4.0,6.0,0,2,280747.56
6.0,9.0,0,2,642128.92
4.0,11.0,1,0,346464.65
8.0,2.0,1,1,162766.01
3.0,12.0,0,0,239111.39
5.0,2.0,1,2,146698.44
9.0,9.0,2,2,1497274.62
8.0,7.0,1,2,922660.74
6.0,10.0,1,2,1016410.63
3.0,6.0,0,2,217496.17
2.0,10.0,0,0,144795.1
3.0,4.0,0,0,74610.46
4.0,14.0,2,1,814812.74
3.0,10.0,0,1,278661.87
4.0,7.0,0,2,319723.0
9.0,14.0,1,0,992496.15
1.0,4.0,2,0,43170.93
5.0,4.0,0,2,225312.79
3.0,10.0,1,1,353836.37
2.0,7.0,0,0,86926.48
5.0,3.0,2,2,273562.59
7.0,10.0,2,2,1510257.91
1.0,10.0,0,1,92659.27
2.0,14.0,2,0,275353.58
7.0,5.0,2,0,370131.34
7.0,2.0,1,2,207209.09
8.0,11.0,2,0,803014.68
2.0,13.0,2,2,530389.5
1.0,9.0,2,0,79732.77
8.0,6.0,1,0,356650.19
8.0,9.0,1,2,988878.05
6.0,10.0,0,2,749273.13
9.0,3.0,0,0,172422.52
7.0,3.0,1,2,308930.26
6.0,6.0,2,0,370008.19
7.0,14.0,0,0,640900.36
1.0,13.0,2,0,128085.72
4.0,7.0,0,0,171244.25
1.0,11.0,1,1,126021.44
4.0,13.0,2,1,841986.36
6.0,14.0,1,0,698093.27
4.0,8.0,1,2,472165.09
3.0,7.0,0,1,210856.69
8.0,9.0,2,2,1470880.88
2.0,11.0,0,2,259838.99
4.0,11.0,0,1,413558.5
4.0,2.0,0,0,49472.92
1.0,10.0,1,2,161408.44
4.0,7.0,1,1,305682.85
4.0,12.0,0,0,308950.94
5.0,12.0,1,0,488675.26
8.0,2.0,1,2,240180.8
9.0,5.0,0,2,604288.59
3.0,11.0,1,0,248077.82
2.0,2.0,1,1,40916.18
6.0,11.0,1,0,481635.8
4.0,5.0,1,1,235389.74
7.0,3.0,1,1,232375.82
7.0,13.0,2,0,922148.76
5.0,10.0,0,0,302333.65
5.0,3.0,2,1,216541.12
7.0,5.0,1,1,386509.39
1.0,3.0,0,1,27187.2
5.0,4.0,2,1,302117.61
1.0,7.0,0,0,39618.95
8.0,10.0,0,2,914732.35
7.0,2.0,0,0,96884.66
3.0,2.0,0,1,50031.55
6.0,6.0,0,2,418905.93
7.0,8.0,1,0,449140.33
1.0,5.0,2,1,62381.32
9.0,4.0,0,1,317427.65
1.0,3.0,0,1,28986.0
8.0,3.0,1,2,359197.91
5.0,2.0,1,2,144676.39
3.0,14.0,2,1,641081.55
9.0,7.0,1,2,1035021.73
2.0,2.0,2,2,76820.49
8.0,10.0,0,1,743460.75
2.0,5.0,2,1,136502.91
4.0,11.0,2,1,667285.62
9.0,3.0,0,1,231884.76
8.0,7.0,1,2,919779.39
8.0,2.0,0,2,187268.97
8.0,12.0,2,2,1971792.68
7.0,5.0,0,0,232169.32
1.0,7.0,0,1,64493.8
3.0,9.0,0,2,389061.28
8.0,12.0,2,2,1854166.32
6.0,4.0,2,0,259164.26
5.0,13.0,2,0,651814.21
2.0,12.0,1,2,378494.04
6.0,13.0,2,0,851345.73
7.0,14.0,1,2,1367668.0
6.0,9.0,0,2,658916.94
4.0,5.0,2,2,370928.83
7.0,7.0,1,0,386780.8
9.0,11.0,2,1,1392931.66
2.0,13.0,0,2,309424.38
9.0,12.0,0,1,752007.94
9.0,7.0,0,0,383741.88
7.0,13.0,0,2,994488.13
1.0,11.0,0,2,124714.61
4.0,3.0,0,2,140866.47
9.0,7.0,0,2,768028.42
6.0,9.0,2,2,1090339.5
2.0,14.0,2,2,558640.87
1.0,8.0,0,1,66534.4
7.0,5.0,1,2,516478.65
9.0,5.0,1,0,348823.64
4.0,14.0,1,2,733076.41
2.0,3.0,2,1,76825.09
2.0,8.0,0,1,140077.27
8.0,2.0,0,2,178564.01
5.0,3.0,0,2,167938.46
9.0,14.0,2,2,2539896.62
2.0,2.0,2,2,84631.22
4.0,8.0,0,1,317342.24
8.0,11.0,2,2,1896762.91
3.0,9.0,0,2,313003.31
7.0,11.0,1,1,847008.84
7.0,5.0,2,2,757596.69
9.0,4.0,1,2,569476.38
6.0,6.0,1,2,509363.57
8.0,2.0,1,1,166315.21
1.0,10.0,1,1,109889.16
7.0,12.0,0,0,628436.74
1.0,2.0,1,0,16876.46
9.0,11.0,1,1,1105790.66
6.0,6.0,1,0,282945.27
4.0,6.0,1,1,261715.16
7.0,5.0,0,0,228594.48
4.0,10.0,2,0,460693.43
7.0,10.0,0,1,634499.7
2.0,11.0,2,1,295204.97
1.0,5.0,2,2,97877.92
5.0,5.0,1,2,375196.99
7.0,11.0,2,0,785701.09
4.0,14.0,2,1,683359.02
4.0,9.0,0,1,313359.15
4.0,12.0,2,1,657350.65
9.0,8.0,2,0,721548.15
9.0,4.0,1,0,277345.95
6.0,2.0,0,0,69959.99
6.0,6.0,1,0,274480.74
4.0,2.0,0,2,93917.58
8.0,12.0,1,0,798804.43
2.0,6.0,0,1,119226.42
3.0,12.0,2,0,362761.31
5.0,10.0,1,2,678233.67
2.0,6.0,0,0,82082.0
7.0,8.0,2,1,822346.38
3.0,3.0,0,1,83457.84
9.0,3.0,2,0,263485.01
6.0,2.0,1,0,96222.24
8.0,5.0,2,2,848744.49
7.0,5.0,1,1,405310.98
1.0,4.0,2,1,59307.26
8.0,12.0,1,0,727187.27
9.0,2.0,0,2,223172.47
4.0,8.0,0,1,316209.65
3.0,8.0,1,1,270033.31
3.0,5.0,1,0,127479.52
9.0,7.0,0,1,615372.81
9.0,2.0,2,1,297385.73
9.0,2.0,0,1,147141.75
8.0,6.0,0,0,323015.11
8.0,11.0,1,1,883637.47
5.0,7.0,1,1,400624.59
9.0,9.0,0,1,737917.57
1.0,6.0,2,0,53853.57
7.0,11.0,2,1,1124114.53
2.0,2.0,2,1,59491.99
9.0,10.0,1,1,1001392.37
8.0,11.0,0,1,762310.36
6.0,4.0,0,0,167355.03
6.0,11.0,1,0,488968.26
6.0,10.0,0,0,382323.8
8.0,4.0,0,1,277260.68
8.0,12.0,0,0,562176.02
7.0,5.0,2,2,757920.76
3.0,13.0,0,2,450403.92
3.0,6.0,1,0,148348.92
3.0,11.0,0,1,266274.98
7.0,8.0,2,1,815255.02
9.0,12.0,2,2,2141253.49
6.0,3.0,2,2,373918.6
8.0,11.0,0,0,501698.16
8.0,13.0,2,2,1990547.51
5.0,9.0,1,2,623811.94
9.0,14.0,1,2,1726129.99
3.0,14.0,0,0,288531.89
8.0,3.0,0,0,152556.68
2.0,3.0,1,1,63153.49
7.0,2.0,1,0,118141.65
8.0,3.0,0,0,159314.8
6.0,6.0,2,2,713019.62
3.0,7.0,1,0,185343.74
8.0,7.0,2,0,584579.19
9.0,11.0,0,0,623307.73
4.0,2.0,0,0,53952.09
4.0,10.0,2,0,382235.95
6.0,7.0,2,2,849919.86
7.0,13.0,1,1,966275.11
3.0,4.0,1,0,91861.61
9.0,11.0,2,0,1129969.04
2.0,5.0,0,2,119803.18
3.0,3.0,0,0,59777.14
7.0,3.0,1,2,258679.82
7.0,9.0,0,2,726675.0
3.0,7.0,2,2,384626.25
7.0,14.0,2,2,2130325.67
1.0,4.0,2,0,41310.07
7.0,14.0,0,1,813773.74
2.0,10.0,0,2,235867.4
4.0,6.0,2,1,317012.14
2.0,14.0,0,2,364053.61
6.0,9.0,1,2,838465.86
2.0,10.0,0,2,222960.25
6.0,2.0,1,1,118292.95
9.0,3.0,1,1,320031.4
9.0,4.0,1,2,544401.9
2.0,6.0,1,2,188701.67
2.0,8.0,2,1,218183.36
7.0,8.0,1,0,477946.58
4.0,7.0,0,0,194811.23
4.0,6.0,2,0,248546.51
6.0,12.0,1,1,808263.58
6.0,3.0,0,2,216651.8
1.0,7.0,2,1,92957.22
5.0,6.0,0,0,189163.97
2.0,9.0,1,0,159344.98
7.0,14.0,0,0,606349.29
9.0,11.0,0,1,958268.71
4.0,8.0,2,2,567486.22
3.0,11.0,2,2,658882.26
5.0,4.0,0,1,158686.52
7.0,3.0,1,2,271589.38
8.0,4.0,2,1,476168.49
7.0,13.0,2,0,909379.77
2.0,4.0,1,1,87935.1
9.0,2.0,0,0,128782.98
1.0,13.0,0,1,117632.05
8.0,3.0,2,1,298069.25
3.0,8.0,0,0,173231.1
7.0,12.0,0,1,648392.41
7.0,6.0,1,2,678700.93
9.0,4.0,1,2,520272.81
1.0,2.0,1,2,30541.66
7.0,7.0,0,2,491457.62
5.0,8.0,1,2,573004.8
2.0,13.0,2,2,584227.01
6.0,10.0,0,2,697019.28
8.0,12.0,0,2,1163735.85
9.0,13.0,0,0,722475.99
2.0,6.0,0,2,155408.72
2.0,10.0,0,0,118409.03
8.0,10.0,1,0,650537.12
6.0,5.0,1,0,236652.74
1.0,13.0,2,0,143696.6
2.0,11.0,2,2,375913.75
4.0,12.0,1,0,346214.69
1.0,6.0,1,0,52586.15
5.0,14.0,0,0,452394.34
3.0,9.0,2,2,535446.69
5.0,4.0,2,1,304698.55
4.0,9.0,0,2,400638.86
5.0,4.0,1,2,321863.62
6.0,9.0,1,2,866689.31
2.0,12.0,2,2,441320.44
5.0,11.0,1,1,576445.62
3.0,10.0,0,0,193525.97
1.0,4.0,0,1,37531.04
4.0,10.0,0,0,249865.61
9.0,10.0,0,2,1171908.77
7.0,9.0,2,2,1187705.8
2.0,8.0,0,0,93732.72
4.0,9.0,2,2,682427.98
2.0,10.0,2,0,225598.03
1.0,9.0,0,1,80494.07
6.0,11.0,2,2,1198939.04
6.0,3.0,1,2,263939.6
7.0,9.0,1,1,675337.17
2.0,4.0,0,0,57247.13
9.0,4.0,1,1,391118.26
4.0,2.0,0,2,110485.9
9.0,9.0,1,1,908104.15
1.0,7.0,2,1,98858.57
6.0,5.0,2,1,455143.5
9.0,8.0,2,2,1418324.26
5.0,3.0,1,0,125039.16
2.0,2.0,1,0,33188.79
1.0,4.0,2,2,76069.67
5.0,8.0,1,0,321111.27
7.0,4.0,0,2,334682.55
4.0,9.0,1,0,274329.62
4.0,6.0,0,2,307519.44
1.0,12.0,0,0,79033.88
7.0,6.0,1,0,305082.57
7.0,9.0,2,2,1173972.13
7.0,9.0,1,1,676289.62
4.0,6.0,0,2,273681.08
9.0,14.0,0,1,1130619.15
2.0,12.0,0,1,229786.08
5.0,14.0,0,1,646392.05
9.0,6.0,1,2,750739.87
5.0,11.0,1,0,444636.34
9.0,9.0,2,2,1759898.64
2.0,13.0,0,1,272191.03
2.0,8.0,0,2,196456.64
4.0,10.0,1,0,309387.19
3.0,12.0,2,1,529294.58
9.0,9.0,0,0,448266.23
4.0,10.0,0,2,459109.69
4.0,6.0,1,0,202175.16
9.0,2.0,0,1,154257.83
9.0,9.0,1,1,996131.36
9.0,12.0,2,1,1304504.73
2.0,13.0,1,0,182278.97
3.0,4.0,1,2,195118.74
1.0,7.0,0,0,39799.13
2.0,14.0,1,0,246400.99
4.0,2.0,1,0,65681.08
1.0,7.0,0,2,84263.48
4.0,7.0,2,1,433387.07
6.0,11.0,1,1,683015.39
5.0,6.0,0,2,349295.1
8.0,7.0,1,0,402288.44
6.0,14.0,2,1,1253023.08
7.0,6.0,2,1,567113.89
8.0,4.0,0,2,312171.09
2.0,2.0,0,2,48442.48
8.0,3.0,2,2,449539.82
8.0,12.0,2,0,1127554.69
2.0,7.0,1,0,101295.82
6.0,5.0,1,0,269366.83
8.0,14.0,0,0,751510.67
2.0,7.0,2,0,153705.52
7.0,12.0,0,2,911264.22
4.0,11.0,2,0,470516.49
8.0,9.0,0,2,877313.96
8.0,4.0,2,1,436898.7
4.0,12.0,0,2,597613.53
3.0,3.0,1,1,102967.21
4.0,2.0,1,1,92540.66
9.0,9.0,0,0,562600.95
7.0,14.0,1,1,1112100.76
4.0,11.0,2,2,876495.55
1.0,9.0,1,2,145033.3
4.0,14.0,1,2,817242.19
7.0,13.0,2,2,1741020.63
6.0,2.0,2,0,141315.84
9.0,6.0,1,0,450423.03
9.0,8.0,2,1,997685.37
2.0,13.0,0,1,233135.53
4.0,7.0,2,2,545966.37
4.0,9.0,2,0,386341.62
2.0,6.0,2,0,127631.99
5.0,13.0,0,1,507662.98
1.0,11.0,1,0,91765.87
2.0,3.0,1,1,59799.45
6.0,13.0,2,0,773573.47
4.0,12.0,2,1,675345.46
6.0,10.0,0,1,539888.35
2.0,4.0,1,1,92759.31
1.0,6.0,0,2,69779.19
7.0,4.0,1,0,261953.69
4.0,9.0,1,0,295117.66
3.0,3.0,1,0,70114.06
7.0,4.0,0,0,177929.38
4.0,8.0,2,2,661139.16
1.0,14.0,0,0,94989.75
4.0,2.0,2,2,150875.04
6.0,10.0,1,1,653227.73
2.0,14.0,1,1,304758.52
6.0,14.0,2,0,1000860.4
3.0,9.0,2,2,603151.31
8.0,3.0,1,1,268319.06
4.0,13.0,2,2,1134156.38
1.0,3.0,1,2,48726.66
1.0,6.0,2,2,114503.21
4.0,2.0,1,0,66464.44
9.0,12.0,1,1,1322436.5
3.0,6.0,1,1,178788.91
5.0,12.0,2,0,645067.78
3.0,6.0,0,0,122107.97
1.0,9.0,0,1,77720.69
8.0,10.0,2,2,1453238.7
3.0,11.0,2,2,694344.56
2.0,14.0,2,1,393168.84
6.0,9.0,1,0,392106.44
2.0,4.0,0,1,73714.94
4.0,4.0,2,1,238684.13
9.0,9.0,0,2,973226.5
7.0,3.0,0,0,140989.17
3.0,5.0,2,1,212519.77
4.0,9.0,0,1,352824.9
3.0,2.0,1,1,65504.79
9.0,3.0,2,0,270005.9
4.0,5.0,1,2,277823.34
8.0,10.0,0,0,524376.9
7.0,12.0,0,2,1025771.48
8.0,5.0,1,2,590961.71
9.0,8.0,0,2,875830.17
4.0,5.0,0,1,157792.74
3.0,5.0,2,2,298336.82
6.0,8.0,2,1,704835.55
3.0,8.0,1,2,364377.15
6.0,14.0,1,0,631504.39
3.0,9.0,0,0,182759.55
7.0,14.0,1,0,796990.51
7.0,9.0,1,0,531575.89
7.0,11.0,1,1,771369.48
6.0,2.0,0,1,104619.34
8.0,11.0,2,2,1754574.25
5.0,8.0,0,2,456399.32
3.0,7.0,0,2,251814.85
9.0,5.0,0,0,291783.2
4.0,6.0,1,0,188714.01
4.0,14.0,1,2,852005.77
3.0,14.0,2,2,878033.68
8.0,9.0,0,0,448451.81
5.0,13.0,2,2,1162105.14
3.0,8.0,1,1,255030.59
3.0,7.0,0,1,187663.34
7.0,6.0,0,1,422664.8
9.0,7.0,2,1,969594.35
4.0,10.0,2,2,822091.15
6.0,7.0,2,0,467389.33
2.0,3.0,1,1,72496.62
8.0,7.0,2,0,542255.28
5.0,8.0,0,0,264443.75
1.0,3.0,1,1,30834.68
1.0,12.0,1,1,131213.09
6.0,3.0,2,0,170351.22
4.0,4.0,1,2,269154.76
3.0,4.0,1,2,173843.03
6.0,13.0,0,1,783566.73
5.0,6.0,0,0,217344.92
2.0,6.0,2,0,128751.35
5.0,14.0,1,2,996226.97
6.0,4.0,2,0,258146.11
2.0,8.0,2,0,157249.25
7.0,8.0,0,2,707281.47
2.0,4.0,1,1,88250.94
8.0,10.0,2,1,1247025.54
2.0,11.0,2,2,433073.23
5.0,2.0,1,2,147927.36
9.0,6.0,0,0,323438.34
4.0,10.0,0,1,319479.48
8.0,14.0,0,1,1026986.0
4.0,6.0,0,0,133379.88
9.0,2.0,1,1,189753.59
5.0,12.0,1,1,706857.94
1.0,4.0,0,1,37212.7
3.0,9.0,2,1,395893.86
7.0,12.0,1,2,1214665.62
6.0,14.0,1,0,650872.88
1.0,4.0,0,1,37332.31
4.0,7.0,2,0,288337.59
4.0,13.0,0,1,436982.37
3.0,6.0,0,1,155121.87
5.0,2.0,0,0,61702.31
7.0,3.0,1,1,224460.12
5.0,7.0,1,2,555790.66
6.0,9.0,1,2,850548.75
7.0,13.0,0,1,736127.14
8.0,11.0,1,1,940176.56
7.0,8.0,0,1,501617.94
1.0,10.0,0,1,88568.46
3.0,7.0,0,0,135285.7
9.0,5.0,1,1,489465.14
8.0,11.0,0,1,782551.85
6.0,4.0,2,1,345867.65
5.0,5.0,2,1,374950.29
3.0,14.0,1,1,363228.18
7.0,5.0,1,0,261300.49
2.0,7.0,2,1,203153.83
8.0,2.0,1,0,131105.51
1.0,2.0,0,2,22353.92
3.0,11.0,2,0,374034.92
4.0,8.0,1,0,242351.27
8.0,2.0,0,2,186938.03
2.0,11.0,1,0,172488.32
4.0,10.0,2,0,456427.23
8.0,13.0,1,2,1764828.3
8.0,3.0,0,2,279343.15
1.0,3.0,2,1,41940.58
2.0,8.0,1,1,174666.54
9.0,3.0,1,0,207848.67
7.0,8.0,1,0,488417.11
1.0,12.0,1,2,195398.71
3.0,9.0,1,2,410339.68
3.0,10.0,2,2,570923.67
1.0,6.0,1,1,67783.24
2.0,11.0,1,2,330601.32
3.0,3.0,2,2,158300.36
5.0,2.0,0,2,129914.82
7.0,8.0,1,0,440963.85
4.0,2.0,0,0,47939.62
7.0,9.0,0,2,794729.84
6.0,11.0,1,2,1071277.45
4.0,6.0,2,0,239779.81
6.0,12.0,0,2,880045.85
5.0,12.0,2,1,837348.75
6.0,9.0,1,2,945938.53
4.0,4.0,1,2,223112.98
1.0,6.0,0,0,43065.55
5.0,13.0,1,2,934959.8
9.0,2.0,0,0,110812.44
9.0,13.0,1,0,1001565.57
5.0,2.0,1,1,116557.39
4.0,7.0,0,1,216287.26
4.0,6.0,0,2,279288.64
7.0,11.0,0,0,529475.52
1.0,5.0,1,1,50145.42
9.0,7.0,1,1,666495.76
8.0,3.0,2,2,451868.26
5.0,13.0,1,2,1012770.15
2.0,8.0,0,1,152225.09
9.0,12.0,1,0,864976.29
9.0,10.0,0,2,1118800.91
4.0,11.0,2,2,851466.0
5.0,13.0,0,0,414514.75
2.0,7.0,2,2,280773.03
8.0,14.0,1,1,1366454.04
9.0,7.0,2,1,872754.65
6.0,7.0,0,1,369777.92
2.0,5.0,0,0,72939.13
2.0,13.0,1,2,387017.25
9.0,6.0,2,1,708144.02
6.0,7.0,0,0,216847.84
7.0,2.0,2,0,148803.64
6.0,11.0,0,1,618373.18
6.0,4.0,1,2,350373.85
5.0,12.0,0,1,423160.67
1.0,13.0,2,2,244836.65
2.0,7.0,1,2,202228.52
3.0,8.0,1,0,175508.01
1.0,8.0,1,0,70218.52
9.0,13.0,1,1,1273254.52
6.0,11.0,0,2,759241.84
1.0,10.0,1,2,135047.24
3.0,12.0,1,0,275293.21
3.0,8.0,1,0,213511.46
2.0,12.0,2,0,250743.66
3.0,9.0,2,0,286449.65
6.0,13.0,2,2,1634940.93
7.0,7.0,0,0,330415.67
5.0,8.0,0,0,270099.88
1.0,11.0,2,0,122976.28
3.0,12.0,2,2,691588.08
6.0,2.0,1,2,171508.72
5.0,4.0,1,0,148636.57
8.0,3.0,1,0,200563.34
8.0,3.0,1,0,203478.48
7.0,12.0,0,1,740567.71
9.0,2.0,0,1,127554.5
2.0,13.0,0,2,285747.53
8.0,10.0,1,1,833438.45
1.0,2.0,2,0,21858.35
2.0,9.0,0,2,207524.39
9.0,10.0,0,1,814989.27
8.0,14.0,1,1,1342024.47
8.0,2.0,2,1,221841.48
4.0,2.0,0,1,70858.5
6.0,5.0,0,1,229752.2
2.0,7.0,2,1,173028.21
5.0,5.0,2,2,456917.7
5.0,5.0,1,0,187449.91
7.0,2.0,0,2,159085.67
1.0,2.0,1,1,20116.07
7.0,5.0,0,2,415912.27
6.0,5.0,2,1,484472.52
6.0,4.0,2,0,248391.43
8.0,11.0,1,2,1285014.06
3.0,4.0,0,0,81051.41
2.0,14.0,1,0,241402.04
7.0,14.0,0,0,636710.59
5.0,7.0,0,1,333328.05
7.0,9.0,0,0,422812.06
6.0,10.0,2,2,1102233.57
6.0,12.0,1,2,1033718.14
5.0,13.0,0,2,719661.43
6.0,8.0,2,1,699260.84
3.0,5.0,1,2,218656.65
1.0,9.0,2,2,189439.45
6.0,5.0,0,1,251292.91
4.0,12.0,0,0,303648.95
4.0,13.0,2,0,564684.45
3.0,14.0,0,2,417788.42
5.0,4.0,0,2,194197.39
7.0,2.0,2,2,304085.74
6.0,7.0,1,1,457718.74
7.0,12.0,2,0,731016.88
4.0,11.0,0,2,540071.76
8.0,6.0,1,0,406186.31
5.0,7.0,0,2,392739.81
5.0,7.0,1,0,324581.04
2.0,10.0,0,2,250288.88
8.0,10.0,1,0,653187.93
2.0,14.0,2,1,360430.48
7.0,5.0,0,2,381035.13
1.0,11.0,0,0,70185.22
5.0,12.0,1,1,661277.37
1.0,12.0,2,2,238118.36
8.0,14.0,1,0,827849.62
6.0,8.0,2,0,547206.98
4.0,13.0,2,2,822336.69
8.0,11.0,2,0,1085775.91
1.0,6.0,1,2,87666.95
7.0,2.0,1,2,207646.65
5.0,4.0,1,1,214516.45
7.0,9.0,1,1,754418.86
2.0,3.0,2,2,120971.38
8.0,7.0,2,0,523624.34
1.0,2.0,1,1,21493.11
6.0,3.0,0,1,148561.07
3.0,13.0,0,0,249493.48
6.0,10.0,0,2,692219.98
7.0,11.0,0,1,683406.8
8.0,3.0,1,1,283417.82
1.0,10.0,1,1,112083.02
1.0,8.0,1,1,94435.27
5.0,4.0,2,0,193355.92
4.0,12.0,2,1,662144.18
8.0,7.0,1,1,573052.71
4.0,14.0,0,0,353969.59
6.0,2.0,2,1,174399.86
7.0,9.0,2,1,932502.19
3.0,10.0,2,0,320473.27
2.0,6.0,1,0,99610.43
7.0,9.0,2,1,908055.03
8.0,7.0,1,2,791800.29
4.0,13.0,0,1,476308.79
6.0,6.0,1,0,286819.04
8.0,11.0,1,1,1070581.82
3.0,4.0,2,2,201769.91
5.0,8.0,0,1,360536.12
1.0,14.0,2,0,155866.72
4.0,8.0,2,2,574307.17
4.0,12.0,0,1,459523.65
7.0,7.0,1,2,776173.91
4.0,4.0,1,1,163151.87
9.0,4.0,1,1,379664.92
5.0,6.0,0,1,267855.0
2.0,12.0,2,1,304126.75
5.0,8.0,1,2,597676.71
2.0,3.0,2,0,56578.3
8.0,10.0,2,1,1153141.49
6.0,3.0,1,1,195264.88
5.0,14.0,1,1,766485.62
2.0,3.0,0,0,38832.3
3.0,8.0,2,0,271760.87
9.0,5.0,1,1,484842.94
5.0,7.0,0,0,197190.39
5.0,12.0,1,1,640599.49
3.0,7.0,1,0,164640.94
7.0,11.0,2,1,1000786.6
7.0,13.0,1,2,1379313.21
3.0,4.0,1,1,131249.07
8.0,5.0,0,1,377019.46
4.0,5.0,0,0,130168.18
5.0,9.0,2,0,462361.91
5.0,14.0,0,1,665987.12
2.0,7.0,1,0,114382.91
5.0,12.0,0,0,377446.4
4.0,6.0,2,2,445616.07
5.0,13.0,1,1,663136.23
7.0,11.0,0,0,472788.23
4.0,12.0,2,1,688224.34
1.0,3.0,1,1,29274.87
8.0,6.0,0,1,439185.94
4.0,13.0,2,1,718528.8
6.0,11.0,0,0,338589.44
7.0,5.0,1,2,494933.15
8.0,6.0,2,2,927543.11
6.0,3.0,0,0,123373.79
1.0,11.0,0,2,143124.45
4.0,9.0,1,0,294988.22
5.0,13.0,2,1,962653.11
1.0,5.0,0,2,67707.29
4.0,9.0,0,1,307646.1
1.0,14.0,1,0,107219.34
8.0,5.0,1,1,412778.37
5.0,9.0,0,1,353768.13
2.0,2.0,1,0,30505.39
9.0,11.0,2,2,2067667.98
6.0,7.0,2,2,863419.79
2.0,4.0,0,0,49738.28
2.0,12.0,1,0,196652.58
1.0,8.0,2,2,157339.81
8.0,12.0,1,0,829705.17
4.0,7.0,1,2,487571.58
6.0,12.0,0,1,624749.76
8.0,13.0,2,0,1056902.37
3.0,5.0,0,1,136234.37
4.0,10.0,0,2,505289.95
2.0,13.0,2,2,514376.06
5.0,3.0,2,2,309761.22
6.0,13.0,2,1,1123411.74
5.0,14.0,1,1,832668.92
9.0,9.0,2,0,962025.78
6.0,12.0,1,1,856409.8
5.0,14.0,2,1,942023.63
5.0,5.0,1,2,331965.17
5.0,5.0,1,0,212060.1
9.0,13.0,1,1,1171402.39
6.0,6.0,0,0,247449.07
8.0,5.0,0,1,355098.63
3.0,4.0,2,1,169052.17
