roof_type,area_sqm,pitch_angle,location,quality,cost
1,511.0420844108704,9.611106908024617,1,0,1062942.57
0,76.39007290079411,34.22659314333981,2,2,234087.38
1,502.3764143581341,24.376859689042835,0,2,1390244.74
1,294.22441129496207,27.088351429221586,2,2,1368043.15
1,526.3731549757038,23.6046133152522,1,2,1924123.66
1,417.57958262104734,37.69594803146444,0,2,1331171.63
1,436.0828482036045,23.73743765183839,2,1,1703485.19
0,266.49124346026736,12.711034767043419,1,2,470133.28
2,467.2773106064061,0.0,2,2,3620356.76
2,68.83791663926065,0.0,0,1,221114.11
0,427.5549610513474,17.41594983862804,2,0,666075.79
1,225.71405079599933,15.615612470547124,1,1,593064.99
0,326.949677953536,38.122483851764876,2,2,833379.84
0,150.25789748974074,14.04034506852188,1,1,225531.65
1,427.50141248308637,5.131557829890125,2,1,1314199.84
0,378.6813862262977,7.915822062666522,0,2,548561.63
2,421.2878689620765,0.0,1,0,1503410.21
0,636.8453869386715,13.757840931101356,1,1,905898.35
2,693.9678997452341,0.0,2,0,3557187.69
1,53.265792942400594,31.08303261380567,1,0,114285.75
0,676.0804586093908,16.62169081132761,1,1,972177.06
0,688.8456687854908,34.308433547933575,2,0,1131474.26
2,411.84896488771835,0.0,2,0,2144930.55
1,315.66479100006217,17.39937062828314,2,0,812127.45
0,181.0163130056298,14.667345351533573,2,1,325742.23
0,426.3896140948228,19.366434858423737,1,1,673430.78
1,513.7332206230587,40.4048568930514,0,0,988604.83
1,192.29049687014796,9.045521620493421,2,0,426939.11
0,466.9096672279569,37.87138327627569,0,0,526062.14
1,618.674615517595,13.291045705566905,0,0,1077266.8
1,420.4383444356597,34.061786474857776,0,0,920043.47
2,574.2223290976053,0.0,2,0,2569742.36
2,425.958209752025,0.0,1,2,2592081.52
1,596.0806724716502,32.44924480498027,1,1,1719956.13
0,110.15952020551578,7.191631268959493,2,1,166290.28
0,590.5613914147423,11.890321581682514,0,1,623075.17
2,369.46815423485714,0.0,1,0,1400975.26
2,91.19840106267142,0.0,1,1,425218.35
1,104.45116661588548,44.47791009582035,1,1,319424.19
2,78.17390652909197,0.0,2,0,392645.05
2,388.77586644718906,0.0,1,0,1414727.44
1,570.3636744619452,19.766159070641514,1,0,1207934.67
2,423.0272970300225,0.0,0,1,1523812.85
0,614.0200532937729,24.80821927870806,2,0,988740.96
2,124.18002010247986,0.0,0,0,418231.91
0,403.13299734805213,14.664437668734251,2,2,1033731.83
0,657.679563580402,24.63566151027056,0,1,736370.81
2,508.9995454918036,0.0,2,1,3078096.36
1,271.9384543372775,22.006442416577027,0,0,484937.78
0,114.68371402024412,43.19149888670414,0,0,133484.63
1,547.6082858691889,6.916410838668794,2,2,2505475.98
1,249.4414880385141,33.659588684099894,1,0,631924.48
0,262.5594785811299,29.324871578851752,0,0,299618.52
1,146.66828614317842,28.30686849344625,0,2,410369.16
1,528.8593500142714,31.957929912769107,0,1,1336831.02
0,279.91807388582293,8.39362508006639,0,2,347092.98
1,178.25515775574416,27.16375754928039,0,1,395944.37
2,488.8518635246544,0.0,0,2,2501149.95
0,92.05583661399224,44.142232768657706,1,1,166063.7
2,612.6291650073207,0.0,0,1,2269305.47
2,110.42318710875082,0.0,0,1,369093.91
0,70.78209623560976,7.664794139066919,1,1,95229.79
1,300.9918210573958,38.59293810475234,0,2,1003885.21
1,509.3532441780947,11.043248130225813,2,2,2107247.03
2,119.1010320097902,0.0,1,0,478233.9
0,51.90661767785534,32.431468279761845,0,1,63809.68
2,637.2071070706238,0.0,2,0,2998522.06
2,571.2262084944568,0.0,1,0,2121461.02
2,206.97213042057112,0.0,2,1,1102327.94
0,77.52263936546731,22.920184802120364,1,2,151964.85
0,244.4796395331427,31.512514501785425,2,0,387774.76
1,500.11209692260155,14.658764297313759,0,1,997072.25
0,266.24837575816014,19.344722745013186,1,1,385650.24
2,374.57368581768054,0.0,1,1,1647259.02
2,252.3281663150804,0.0,2,1,1429220.37
2,336.02840175266897,0.0,2,0,1608608.96
1,501.7577039597726,5.581418922937136,2,2,2009869.42
0,144.78290352007923,38.372237945633096,1,2,309619.05
2,639.9876333012493,0.0,1,0,2379419.46
2,409.51254807157073,0.0,0,1,1581291.33
0,434.73743106993646,7.76648382858276,0,0,356682.76
2,591.7216683768402,0.0,0,2,2625756.39
0,586.8813096821706,37.532203667591276,1,2,1240401.49
0,675.4379199133107,10.344069302152343,0,2,980297.0
1,483.01727113157614,37.0161782245959,2,1,1902534.01
0,282.4565561335314,5.384821535978244,0,2,384920.32
0,426.9647034458071,12.052990437004576,0,0,371824.87
0,638.8121308614607,19.374028731298868,1,2,1147344.35
2,561.8749288786405,0.0,0,1,1958858.92
1,349.80899316781495,40.73406007707979,2,2,1911441.57
2,536.0902356108445,0.0,1,1,2593028.43
0,106.34428100374618,11.028651289477702,2,2,233865.86
1,517.5514998298763,17.153862690969103,2,0,1578107.61
0,183.93140774485522,15.312125133391845,2,0,283218.61
1,689.7112430399602,43.85699391626668,2,2,3572905.47
2,49.58901330092681,0.0,2,1,303386.31
0,274.55581900053596,15.749450129770368,2,0,415709.84
0,282.51114739284077,34.847097597414304,1,0,408698.53
2,344.20450481585846,0.0,0,0,1012522.6
0,591.7341474193697,14.498916557777367,1,1,822652.16
0,473.6524291949463,6.607978794362985,2,1,771364.94
0,238.6105746086545,17.26442948526612,0,2,338710.75
1,478.33838235728575,13.229795427167845,0,1,952858.17
0,410.91303211877977,22.71013449098417,0,2,664921.4
1,153.6981850782051,17.571979245582288,1,2,460979.88
1,520.9910044304459,16.824801677671417,1,2,1842049.15
2,544.3366066086629,0.0,0,0,1704463.9
0,396.9164640117658,22.417158766093962,2,2,1005056.5
1,501.5175259248982,12.319658112432027,1,1,1150224.68
0,540.1794831169361,44.7346172782403,1,1,966337.64
1,691.0706585506525,6.348225770320073,2,0,1832461.86
1,397.0485305693841,24.336502748971654,2,1,1355673.64
0,157.73315715652834,27.028687945717063,1,1,254688.72
1,219.2383862100789,13.382002614957408,0,1,488759.03
0,126.39143077819197,10.221199362783512,0,0,111882.5
1,126.80280474055962,29.643499312436767,1,1,381347.09
1,262.9712693775187,26.479698107778194,1,0,621817.97
1,117.1715269562593,38.51145483336235,1,1,367178.38
2,480.65932068373525,0.0,0,1,1707024.26
0,565.2054763205274,15.467871850291823,2,0,858467.1
2,687.9710197265044,0.0,2,1,4273919.96
1,557.5521516303276,23.5599549225051,2,1,1909734.74
1,552.3052169821144,43.16068008557619,2,0,1930917.26
0,169.41448104255352,37.18468618135333,2,0,323307.79
0,83.24140162359723,20.36242907064054,1,2,166467.21
1,588.9045957375336,17.41695321364979,0,2,1506473.17
0,670.4690238134435,34.81053144186185,0,1,830391.6
2,317.0353905863975,0.0,2,1,1846517.53
0,447.29823529164815,13.822208729493571,2,1,734709.7
2,634.9474500052006,0.0,1,0,2510471.18
2,432.29869924747,0.0,2,0,2103274.73
0,419.89687733001944,5.738996068209623,2,0,562270.59
1,372.1050026910126,7.715785991014199,1,0,879019.5
1,491.97764422906727,28.682708176544484,0,1,1022927.54
2,41.92257547123335,0.0,1,1,190264.08
0,166.31987018770315,16.85614275340199,0,0,141220.92
0,344.55281933163644,30.22726032396234,0,1,392076.91
1,372.792015895643,13.384089938597544,0,2,954220.67
2,73.41257023856664,0.0,0,1,293999.77
1,509.3853581189719,27.95839854714128,2,0,1685481.07
2,524.4928486279787,0.0,0,1,1519748.42
0,449.1999756304211,14.063772615076475,0,2,603542.78
2,85.82790696798854,0.0,1,0,378053.87
0,648.3678671286802,31.630455210325444,2,1,1427823.35
1,171.00332128628466,13.712000015281788,2,1,542246.18
2,583.8476100927401,0.0,0,2,2588790.89
2,250.49628252885674,0.0,2,2,1983022.2
0,420.353557172667,32.7837906736022,0,1,545463.31
0,212.1634336961604,15.16390872231029,0,2,293194.35
2,676.5342372536699,0.0,2,2,4922733.02
1,481.4281432789887,37.864118174042254,1,0,1423370.4
1,597.269769717889,26.404771704885526,0,0,1172415.81
2,654.685318297299,0.0,0,0,2134062.97
1,520.6097258743156,15.067448816343667,2,1,1625381.33
2,221.80195937822825,0.0,2,0,1144072.16
2,482.7371318439956,0.0,0,2,2267878.24
1,39.80971120784838,37.85265039503753,2,1,148677.92
0,362.92748273639756,15.455298913231982,2,2,797761.38
0,334.4540473035634,37.72128246209812,0,1,452549.94
0,550.4224080803253,36.65895975449411,2,1,1144473.63
0,178.82120008247162,38.484090479870076,2,1,372851.15
1,556.2241100156198,9.755755678861519,2,0,1274504.17
2,282.86400401445394,0.0,2,0,1346806.93
2,234.31905544798678,0.0,2,1,1258910.65
1,321.9021600245473,43.59747994733507,1,0,935168.39
1,142.78863426668812,9.690198584066714,0,0,223557.02
0,316.58067358164175,32.22995344789574,1,1,450510.88
1,218.93545260373293,43.19366364434022,2,0,795777.47
0,74.31905475694568,41.866267810638156,0,0,89558.06
0,626.9291650324134,44.92780416385842,0,0,733379.15
1,611.4559514905344,37.50812374449369,2,2,2563480.66
2,499.46692610876886,0.0,1,2,2988876.22
1,74.85335361195963,36.27770165041238,2,2,381869.06
1,69.84015938570339,39.20564830196988,2,0,245209.69
2,341.3010936875505,0.0,0,2,1721292.61
0,299.8612001509089,12.549568687268566,2,1,544136.66
2,514.6367095385212,0.0,2,0,2901950.82
1,546.9517669861548,37.244511279631155,0,0,1052327.9
1,210.0776945702495,20.714672051372066,1,0,475065.73
0,216.0717150663099,30.69864860903597,1,2,453270.01
2,256.18749933570126,0.0,1,1,1255958.1
0,177.68669657682602,30.200768305959215,0,2,273041.31
2,427.5587072476448,0.0,2,0,2116554.16
0,631.2643300610032,5.423597291637079,0,1,595464.21
0,132.64542000183906,36.974426968933656,1,1,205851.72
1,602.5702451299086,37.292898601137175,1,2,2392904.55
2,601.1285718083317,0.0,1,2,3470039.38
2,58.66032461989612,0.0,2,1,371207.51
2,668.8117592996451,0.0,2,1,4077632.07
1,681.9789024249079,39.13119344301917,1,0,1602756.5
2,485.8627502233878,0.0,2,2,3347633.07
1,456.1034251562375,39.77713703412812,1,1,1402238.18
0,531.5754764114911,19.02134493457529,0,1,579151.39
2,208.99263811415148,0.0,1,1,978416.31
2,563.4972062070319,0.0,2,0,2668886.19
0,454.061698694235,38.43184676032393,1,2,996102.27
0,91.82416376568177,37.29682760739792,1,1,141111.11
1,212.4248556860286,17.98429051765549,0,2,573993.48
0,166.4902958285612,21.361170637332187,1,1,262197.41
1,412.58330269263047,40.722314160887734,0,0,828368.31
0,423.416281253021,31.577513951679,0,1,477465.75
2,91.38062657663927,0.0,1,0,364677.1
2,529.9255609550067,0.0,0,1,1843219.38
2,695.1221538194505,0.0,1,2,4055747.73
0,271.0459294761873,44.16966092374266,2,1,661390.57
0,400.31972433646416,23.657626008772343,0,0,403870.27
2,127.82082916899026,0.0,0,0,364897.28
0,267.5438496299301,28.8282166611344,0,0,307427.75
2,403.8296485774787,0.0,2,0,1969548.92
1,533.034662066036,43.60309442812658,2,2,3004008.19
1,649.2734979750825,19.652971142795398,1,1,1789309.09
2,491.12790434570906,0.0,1,0,2051191.11
0,259.64985297996543,21.77210727436733,1,0,356014.02
1,561.1206508802985,10.689194975235221,2,1,1902186.39
0,74.1903109658706,30.883028618237383,0,1,98220.03
0,487.56331589778915,29.401978604204857,0,0,548471.14
1,203.73630150184428,17.940040845949202,1,1,545181.78
0,167.48394133149216,44.73811109735903,0,1,213469.39
0,546.4732789605516,20.49342773351944,2,1,1166538.73
0,637.1289072041559,6.517236563736448,0,2,961145.04
0,172.08185526591816,19.15672511223994,2,0,256586.45
0,692.5983559738753,15.17525898083976,0,0,637544.35
2,587.2363618247601,0.0,1,0,2136079.36
2,162.81951970955058,0.0,0,1,571202.17
0,129.36330392638752,19.323706300593088,1,0,153924.72
2,286.0842401062372,0.0,1,2,1518335.26
1,208.40121188150354,28.908818832280954,2,0,635596.56
1,168.2220667849149,29.487886448029585,0,0,310782.58
0,53.695623773509105,14.75709881331217,1,2,89787.51
1,302.90224493461784,21.752125478307335,2,0,944161.89
2,40.69952842021847,0.0,0,2,174906.87
1,495.13124115888536,44.28133195870251,2,1,2037652.37
0,200.79690006665587,20.28109600797889,0,0,204010.62
0,343.435932340961,25.875066258544077,1,0,424052.62
1,674.1538128400472,19.901378118122153,0,0,1238778.6
2,584.1718299742631,0.0,2,2,4614575.82
0,253.14273283585996,18.664394295127387,0,1,287863.64
1,362.7614924823256,11.50730011731753,1,2,1245888.2
0,575.9290189696084,12.760506091051287,2,0,866091.01
0,98.99864728661392,32.72782075848703,0,1,114744.02
0,259.51810474498996,28.848012760129503,1,0,314183.59
0,424.3754473713268,15.310742527527479,1,1,649858.29
0,24.154546386278927,12.912179764447638,1,0,30152.38
0,105.99744880235384,42.11717324082479,1,1,211253.58
2,95.54936520237469,0.0,1,0,340904.29
1,135.52169536830374,27.458330714293275,1,2,497850.67
2,407.5443556411184,0.0,1,0,1586622.13
1,169.05346506753398,31.96270489128954,0,2,489100.56
0,58.77069490432174,35.38033573968999,2,0,93546.81
0,314.15960238618266,39.28268566618784,1,0,457578.86
1,444.8974619867603,36.52371170032058,1,0,1160814.94
2,247.1582612764354,0.0,2,0,1085168.61
2,476.4292494275352,0.0,0,1,1656798.47
2,40.50313062203311,0.0,1,1,190835.1
1,53.27363204704517,31.504866310588135,2,0,173579.79
2,331.5987829822789,0.0,0,1,1160433.64
2,76.1404676193268,0.0,2,1,427371.57
0,431.439365033118,17.425320524207226,1,0,467559.29
0,237.79343195745167,15.994566896527811,2,2,582396.83
2,410.27451309518705,0.0,1,2,2242285.0
2,631.4192454766965,0.0,2,2,5170913.61
0,81.25714923257463,41.158065474351154,1,0,111588.13
2,498.78957730000764,0.0,0,2,2470322.57
1,631.3209169019444,19.71074698017179,1,1,1772999.22
2,327.42969725325685,0.0,1,1,1468533.76
2,426.53673218613903,0.0,2,2,3062668.02
0,531.2357874503534,8.1090546857274,0,1,577307.56
1,511.09144111884797,13.500590457592235,1,1,1372018.77
0,201.15436312073265,25.40774117848175,0,1,255232.55
2,406.5492832843836,0.0,1,1,1826705.12
1,99.70538875377494,23.962161235573053,2,1,431976.47
1,290.7953659539452,29.453611720137133,0,1,768291.67
1,20.69395348111125,21.331201765532377,2,1,71602.9
1,157.78720619636243,32.35335466466637,2,2,732515.61
1,70.07301289244418,13.077083037043323,0,1,146719.56
1,356.51768797678915,27.353701934378726,0,1,808436.89
0,619.4238788077636,16.348330816267485,1,0,765461.71
0,697.5589835717321,29.89561001833988,1,1,1146104.71
1,675.8913231563778,9.390494133299185,0,0,966469.83
1,302.39200564919173,24.16971286301079,2,2,1360893.33
1,590.3164260035551,26.75255318173962,0,1,1273126.16
2,270.9077058780389,0.0,0,0,822687.45
1,335.2198831360465,7.0349000513295845,2,1,949254.71
0,283.46798317579135,36.543010996698634,0,2,457384.45
0,684.5246302974,30.811087488177,1,2,1278560.91
2,539.5258068083007,0.0,1,2,3131221.99
1,42.339952301122565,5.492183350619184,0,0,65483.81
0,519.2332430747892,33.61267354351972,1,0,718427.51
1,41.298818865034335,38.36075061438601,0,1,109699.71
2,662.3735752678632,0.0,2,1,4459073.4
0,573.0085882338666,11.501355415677796,1,1,713596.12
1,159.93776564802795,36.873189943850626,0,0,321660.83
0,123.04470265422646,43.842445202612346,1,0,214338.88
2,142.379068098122,0.0,1,2,817537.51
1,96.02006166729288,38.993775355276135,1,2,351414.47
1,521.2359153302846,40.473309329467455,1,2,2004528.11
0,531.4766657575221,21.6044938229432,1,2,916670.89
1,543.9402828953639,32.81700805780076,0,1,1308915.26
0,314.11034252998155,8.840929420787162,1,0,352448.11
1,298.17329898980387,42.29210585439405,1,0,764231.46
0,502.3956312640446,24.916689746178807,0,1,571677.91
2,530.7829622875961,0.0,0,2,2530095.67
2,693.7950800372438,0.0,2,1,4264926.26
2,664.4136518191236,0.0,2,0,3399448.51
2,640.6822248969318,0.0,2,0,3117731.31
2,106.60733019202105,0.0,1,2,555667.29
2,274.307494071675,0.0,1,1,1292646.54
0,362.9356806756117,14.537747282719131,2,1,581843.49
0,639.5878312560685,31.499617345679702,1,1,1039882.76
1,510.06128694171207,43.50409083121469,0,2,1784505.89
2,451.375959873076,0.0,2,0,2320719.16
2,70.08774481833007,0.0,0,2,311403.77
0,286.4300243530774,22.26596548914735,1,0,353522.46
2,639.4776692592407,0.0,0,2,2772875.99
1,616.6037371408149,19.176970524950406,0,2,1351928.01
1,236.0315369980436,9.750212925781994,1,1,581989.17
0,426.3182691580156,12.687165854966143,0,2,571923.96
1,326.4313288861315,12.10752676496182,1,0,719772.99
0,269.5189555130231,8.938168183348761,0,1,264030.44
0,569.2600251687975,14.0930391565729,2,0,896486.11
0,652.033246631766,9.585167517615897,2,1,1131410.14
1,455.47410070842045,35.44368730785921,0,1,1146559.35
1,521.6428361757597,39.0963449883537,2,2,2844891.61
0,197.59975038054068,13.4957333558857,1,1,264049.73
1,355.1841526916681,30.26137894910564,1,1,1062109.66
0,507.2319733872204,25.661540231451532,2,0,815779.14
2,495.05084287349695,0.0,0,1,1964542.24
1,633.9688590639159,12.296786594125244,0,0,1072364.95
1,465.14586962170983,24.482995696396546,2,1,1814083.36
2,545.8353008142451,0.0,1,1,2550498.0
1,126.7623182643142,7.366188054342353,0,2,301300.47
1,417.83893798503493,16.62449316207081,1,1,979379.7
2,369.8080030490111,0.0,1,2,1966839.68
1,694.5203519801662,14.328421003973757,1,1,1712296.47
1,439.47460976413026,24.709856437528373,1,2,1626119.6
2,158.18922843250766,0.0,2,1,923512.9
1,386.8291467771499,32.97357365681948,1,2,1510003.4
2,567.9828753504931,0.0,2,2,4651284.67
2,490.93951253116506,0.0,2,1,2690441.01
0,247.27459221698064,23.87058899968713,0,0,252489.59
1,236.3814787857964,7.048893352896397,2,1,748370.87
1,633.739068593448,7.849300709886524,1,1,1317723.29
1,378.75174415468166,12.58462379887825,0,0,667382.38
0,475.8061265779841,15.761185264347697,1,0,598596.97
1,472.31270635785137,27.128304076327822,2,1,1701501.15
0,309.10024068309826,19.276543393468977,2,2,692307.7
2,547.6323148999044,0.0,2,0,2868032.17
2,566.0563529012902,0.0,0,0,1684527.41
2,483.8070490509987,0.0,1,0,1644110.98
1,373.80842067686865,29.097104185527254,0,0,701197.29
2,372.69144118736557,0.0,2,0,1872357.29
2,39.38601042428655,0.0,2,0,214099.83
1,690.7693363265,23.632426531847766,0,0,1292576.5
1,251.90181629101238,10.240420597887002,2,0,622208.12
2,677.285930296061,0.0,1,1,2960821.06
0,445.3459277103601,18.183762699991913,0,0,440980.03
0,440.5782839571816,21.534701192587363,0,1,556816.59
1,139.19120189467117,22.605908099613202,0,1,325725.99
2,377.355179874883,0.0,1,2,2194488.17
0,262.2778294274584,38.449120200271636,0,0,321020.15
2,561.8788471019787,0.0,0,0,1782772.21
0,572.6860580642189,24.232229233435113,1,0,801142.26
2,339.1919374147273,0.0,1,2,1964927.54
1,48.27108351316434,34.21613708950338,2,2,278113.52
2,388.3845369017045,0.0,0,1,1275972.05
0,262.45691253246525,38.23387996855547,2,1,565022.21
2,114.12463953244082,0.0,1,0,476593.8
1,349.2567614995528,16.847290592101455,0,1,711064.94
1,620.0429242161625,11.585778647432301,0,2,1396787.98
2,592.6595383455333,0.0,2,0,2966495.36
0,24.040204682634272,23.716008951643026,1,2,45941.97
0,465.6063678194961,27.553938956576008,0,0,519986.59
0,513.0436038986572,40.60999323954665,0,0,612780.61
2,185.68755171088972,0.0,1,2,1152483.4
0,308.89139454947195,23.173182508832685,2,1,581863.51
0,170.92819611308198,42.303957404636364,0,2,288493.86
2,413.468086746947,0.0,1,2,2350387.25
1,405.66578540931545,32.24980205428005,0,2,1205028.48
0,251.80633380316846,7.664129266816366,0,0,241647.03
1,485.2491261606346,19.030713873370676,0,1,963059.08
0,394.90133206455744,30.34296701066385,2,0,651246.48
2,314.5321347346789,0.0,2,1,1860970.55
0,413.7191119453458,30.57966145289901,2,2,998795.42
2,310.123354655876,0.0,2,2,2122348.34
1,183.95502282067687,28.402177337108707,1,2,664909.4
2,486.35726911593457,0.0,2,1,2984782.63
0,354.0405765964187,11.262594944757467,2,2,751147.25
2,244.21048801193615,0.0,2,1,1407400.54
1,341.5966112455252,24.389351102612828,1,1,939939.16
1,425.9192090767884,7.184003620371007,2,1,1358912.17
2,460.09628422289035,0.0,2,0,2598137.62
2,287.5713158184459,0.0,0,2,1367623.36
0,34.27860155719861,33.66865793134757,0,1,43589.09
2,505.08348750540944,0.0,1,0,2171041.73
2,301.0122801283655,0.0,0,2,1468179.04
2,573.8514939423135,0.0,2,0,3038372.47
2,440.54121858241126,0.0,0,1,1582060.29
0,535.3581914724754,25.416148195560897,1,2,997098.32
1,563.6510364129365,16.019148119839095,0,0,967274.91
0,699.8239874004602,41.973093036850116,0,0,826161.77
2,496.6792315092132,0.0,2,1,2884137.1
0,58.05006544115101,5.542903817539386,0,0,51355.91
1,456.7222739459167,9.709169806468338,2,1,1464713.09
2,175.48534368560672,0.0,1,0,643361.72
0,631.1781750885302,12.587742886059527,2,0,958129.69
2,396.455760114717,0.0,0,1,1361360.42
1,449.4941493453631,31.783585155247312,0,2,1509949.52
1,209.26029432155548,23.433571523144437,2,1,770167.8
2,156.49778115943988,0.0,0,0,460977.35
2,278.82369391761,0.0,1,0,1185418.67
2,559.8717627477545,0.0,2,0,2645885.76
1,672.0780201336376,14.712981240020891,0,2,1611800.59
1,236.34996131834913,21.562704107398886,2,0,749900.83
2,434.661137494333,0.0,1,2,2748776.57
0,279.66062434574684,20.18467994880271,2,2,804193.63
2,428.96483756228173,0.0,2,1,2199469.79
1,230.44121025951694,13.57747685712518,2,1,725215.02
1,540.4057598239255,29.648334338277664,1,0,1488719.32
0,163.4328353321498,42.86104722879212,0,0,211850.7
0,431.3433712982877,20.05938745534273,2,1,819516.65
1,73.76898991887619,20.65022068117864,0,2,186308.9
1,119.43611727613953,19.923244507702446,2,2,570999.0
2,103.3741729813875,0.0,2,2,761383.04
1,416.95871952360073,34.259830981889195,0,2,1407392.64
1,433.50135011618727,19.07616347831641,1,2,1403980.48
2,31.91219621738596,0.0,2,2,255042.93
0,669.4681705817103,27.04142057568353,0,2,1127533.04
0,364.2511317035699,7.801557844010922,0,2,486124.36
1,656.0222171732054,29.73027685156186,2,2,3289669.07
2,488.922482290441,0.0,1,0,2018874.52
0,78.7281456550111,24.014976806885315,1,1,109200.62
2,572.5879165565776,0.0,2,1,3291825.78
0,482.78244124014043,17.153188207416665,0,2,732992.62
1,674.3259863305647,33.96161691099679,0,0,1347248.51
0,397.68133353922883,20.45940635961241,2,1,689649.59
1,430.628991375664,33.848995854912914,1,2,1743863.87
1,152.31340436426498,32.776098113425746,0,1,408458.02
1,232.60091267147993,38.9114792961498,0,2,711196.82
2,405.03493802220265,0.0,0,2,1968072.54
2,442.5374067366793,0.0,0,1,1553214.84
1,638.5002580992531,28.51913586818184,0,2,1997363.77
2,488.28162248029173,0.0,1,2,2629709.1
0,274.8059114976488,17.977036191520796,0,1,356247.4
1,146.41136148042239,44.549352279323486,0,1,372920.63
2,499.37188585708844,0.0,2,1,2700452.65
2,343.3716197298176,0.0,1,0,1506434.12
0,291.26911716863526,7.914003326755448,1,1,393788.82
0,649.5167443597277,20.82976134707797,0,1,760344.22
2,451.80188560094604,0.0,0,2,2248471.07
1,661.8188997606072,36.923830188652865,1,1,2040253.11
1,111.56991764267592,9.104127870162607,2,2,440935.24
2,63.56754706383692,0.0,2,2,592501.75
2,645.1239733753048,0.0,1,2,3396192.52
1,527.4096205650965,36.114085148616724,1,1,1580173.49
0,649.2042162332286,30.46680028525507,1,0,783489.62
0,473.4063284446776,38.432713559681595,1,1,808254.72
2,674.4082117465096,0.0,0,0,1987279.71
0,531.7293894128686,42.039673816387484,1,0,961062.73
0,546.1975164324505,5.764488174862956,1,0,544110.81
0,622.5818784558927,34.50562190631773,2,2,1625791.02
0,526.1702740421523,41.07564853650899,1,2,1091186.69
0,303.7225808174068,20.23764588817377,0,0,254374.81
2,241.62434998520206,0.0,0,2,1155535.04
0,654.7667300847578,37.606965815287914,0,2,1062188.98
1,68.15986671546668,32.20838380677287,2,2,340236.76
1,368.4704152430968,21.214854761102814,1,2,1247734.98
2,498.5822244245538,0.0,2,1,3067400.58
2,360.6739004680214,0.0,2,1,2423899.39
0,100.56827405096526,40.08775719767697,2,2,279475.51
0,666.8255324296429,39.77072448385897,1,2,1660070.35
2,364.5753141245049,0.0,2,0,1722760.35
2,106.51581940830096,0.0,1,1,436133.85
0,124.13321011696964,31.125500651532427,1,2,230548.21
0,190.41799080316062,20.720746487438095,2,1,383889.81
2,685.9108121667233,0.0,0,2,3097618.67
1,411.34960140834164,12.905710059146536,0,0,735393.25
0,334.9735228780879,29.012679339856533,0,0,357229.39
1,30.27551643009993,21.79956691074505,2,2,137666.5
1,583.6818017400954,17.607648478479966,0,1,1156251.16
1,40.037727313717085,44.94582951116958,1,2,164574.27
2,252.8146529828949,0.0,2,0,1386251.18
2,405.1145044842215,0.0,2,1,2146722.3
2,200.54155418191877,0.0,0,2,930254.64
1,301.2823010578571,28.846475230140666,0,1,723138.9
1,428.0976346251891,23.189242691150493,1,0,981668.76
0,148.5389617455166,40.208948850855286,1,1,250715.01
2,258.2915710769823,0.0,2,1,1601708.9
0,513.3278460102275,44.8235978221522,1,1,933316.78
1,550.8757472425739,40.09945943902912,0,1,1567233.98
1,445.38986990398286,29.935128704934293,1,2,1632210.03
1,367.43646946272196,39.001245237476134,1,0,956650.25
2,246.12927410849008,0.0,2,1,1451198.32
0,434.23171688094163,19.65339198139199,1,2,849327.64
1,305.01228372802865,11.38630841864762,2,2,1104340.2
0,487.7320734166384,18.71803142137358,1,1,702007.0
2,140.27630746129827,0.0,2,2,1155611.44
2,366.35770356899945,0.0,0,1,1228747.29
1,290.2286492165496,20.124519960142592,0,2,828187.76
2,374.432301186771,0.0,2,1,2139604.84
1,23.048549896069645,37.86696509612136,1,2,94070.67
2,42.472768276538176,0.0,1,0,159370.09
2,324.6840068846205,0.0,1,1,1583914.13
1,605.697825196874,37.704237436376765,0,0,1183272.23
0,451.24508907896495,8.228019940366469,1,0,496984.11
1,358.3873094230413,19.30581306025531,0,0,723388.18
0,523.9338989690348,27.172613989988964,2,0,892735.2
2,591.4716983963297,0.0,2,2,4170160.73
1,144.249849801957,20.420828973863188,1,0,344028.05
2,177.7034380645282,0.0,2,0,924741.19
0,187.37038071262936,22.71947648437752,2,2,457294.89
0,313.6460803308303,9.241641270765424,1,1,420611.55
1,386.30800641500144,33.367324270244396,1,0,888902.9
0,673.8318731150473,22.577661804472594,2,0,1132739.3
2,675.6449237960483,0.0,2,2,5343075.19
1,551.5464971899478,22.044928429866143,0,0,1085744.71
2,328.8129404769515,0.0,0,0,983919.43
2,551.2183980241281,0.0,2,1,2984823.7
2,618.5370608394077,0.0,0,2,2650333.72
1,212.0308659429521,40.039620992551896,1,2,929401.06
2,250.6939460126984,0.0,2,1,1280881.99
1,597.0102844998648,43.06145327609664,0,0,1319133.55
0,174.77213114234144,37.73440056416782,0,0,181342.68
0,566.9125291155506,23.588040407686805,2,1,1027055.31
0,71.56991264367565,33.318355778082726,1,2,150826.77
0,230.8912327559353,12.343924557678685,2,2,564156.0
2,246.0251774171477,0.0,2,1,1524994.63
0,142.205592019659,11.558556946584435,1,1,223052.84
2,76.72211155387716,0.0,1,0,322922.83
2,329.2636528729778,0.0,1,1,1457331.67
2,484.66684249902215,0.0,2,2,3823528.03
2,514.0865914632091,0.0,0,0,1447651.67
2,67.02022204946242,0.0,0,0,202370.22
2,169.48531138869052,0.0,0,2,730577.51
0,504.3737205936941,12.944520762381302,2,2,1286491.17
1,167.14384834215295,11.550525621520693,2,2,689253.59
2,81.744983270962,0.0,2,2,624366.12
